model,language,condition,n_pairs,n_valid,n_correct,valid_rate,valid_accuracy,effective_accuracy,strict_swap_error,parse_failure_rate,effective_ci_low,effective_ci_high,valid_accuracy_ci_low,valid_accuracy_ci_high,spearman_valid_only,spearman_p,debiased_accuracy,debiased_tie_rate,median_abs_b,median_abs_c,baseline_valid_rate,baseline_valid_accuracy,baseline_effective_accuracy,baseline_swap_error,experiment,effective_delta,coverage_component,valid_accuracy_component,decomposition_residual,swap_error_delta,dominant_component
OpenGVLab/InternVL3-8B,cuda,monokai_dark__fs24__wrap80__lnon,1000,312,167,0.312,0.5352564102564102,0.167,0.688,0.0,0.1451665615047099,0.1913820596466698,0.4798210557145261,0.5898341443410484,0.0702680936427678,0.2158159710430124,0.557,0.025,0.9375,0.5625,0.306,0.5326797385620915,0.163,0.694,grid,0.0040000000000000036,0.003196078431372552,0.0008039215686274482,3.3610267347050637e-18,-0.006000000000000005,valid_coverage/consistency
OpenGVLab/InternVL3-8B,java,friendly_light__fs20__wrap60__lnon,1000,497,275,0.497,0.5533199195171026,0.275,0.503,0.0,0.2482258740225264,0.3034961672959733,0.5093694380197562,0.5964524724203186,0.143461414604887,0.0013421734979518,0.523,0.039,0.5625,0.625,0.633,0.4628751974723539,0.293,0.367,grid,-0.01799999999999996,-0.06295102685624013,0.0449510268562401,6.938893903907228e-17,0.136,valid_coverage/consistency
OpenGVLab/InternVL3-8B,java,friendly_light__fs20__wrap80__lnon,1000,634,305,0.634,0.4810725552050473,0.305,0.366,0.0,0.2772552724809733,0.3342371633283932,0.4424115117815982,0.5199615831809435,-0.0464848535585533,0.2424919613173359,0.475,0.025,0.4375,0.6875,0.633,0.4628751974723539,0.293,0.367,grid,0.01200000000000001,0.0004628751974723543,0.011537124802527636,2.0816681711721685e-17,-0.0010000000000000009,valid-only_accuracy
OpenGVLab/InternVL3-8B,java,friendly_light__fs24__wrap60__lnon,1000,532,287,0.532,0.5394736842105263,0.287,0.4679999999999999,0.0,0.2598197820391999,0.3158104170756465,0.4969868479421908,0.5813945451146952,0.1018423049663951,0.0187939909866219,0.507,0.032,0.5625,0.625,0.633,0.4628751974723539,0.293,0.367,grid,-0.006000000000000005,-0.046750394944707736,0.04075039494470774,-6.938893903907228e-18,0.10099999999999992,valid_coverage/consistency
OpenGVLab/InternVL3-8B,java,friendly_light__fs24__wrap80__lnon,1000,657,324,0.657,0.4931506849315068,0.324,0.3429999999999999,0.0,0.2957148222722109,0.3536321967147044,0.4550726022189735,0.5313083975202666,-0.0323155558455131,0.4082646307997286,0.474,0.019,0.4375,0.75,0.633,0.4628751974723539,0.293,0.367,grid,0.031000000000000028,0.011109004739336504,0.019890995260663475,4.85722573273506e-17,-0.024000000000000077,valid-only_accuracy
OpenGVLab/InternVL3-8B,java,mono_light__fs20__wrap60__lnon,1000,495,275,0.495,0.5555555555555556,0.275,0.505,0.0,0.2482258740225264,0.3034961672959733,0.5115203337922415,0.598735137214569,0.1314531745210944,0.0033898553199548,0.524,0.031,0.5625,0.5625,0.633,0.4628751974723539,0.293,0.367,grid,-0.01799999999999996,-0.06387677725118485,0.04587677725118484,4.85722573273506e-17,0.138,valid_coverage/consistency
OpenGVLab/InternVL3-8B,java,mono_light__fs20__wrap80__lnon,1000,678,341,0.678,0.5029498525073747,0.341,0.3219999999999999,0.0,0.3122773182912667,0.3709395909071398,0.4654040703013374,0.5404623960864918,-0.0065411638922459,0.8650029047060593,0.485,0.029,0.375,0.75,0.633,0.4628751974723539,0.293,0.367,grid,0.04800000000000004,0.020829383886255944,0.02717061611374409,1.0408340855860843e-17,-0.045000000000000095,valid-only_accuracy
OpenGVLab/InternVL3-8B,java,mono_light__fs24__wrap60__lnon,1000,513,295,0.513,0.5750487329434698,0.295,0.487,0.0,0.2675624105566671,0.3240065604224104,0.5318694502703545,0.6171124061304365,0.1757417316999409,6.282487621264638e-05,0.519,0.032,0.5625,0.5625,0.633,0.4628751974723539,0.293,0.367,grid,0.0020000000000000018,-0.05554502369668247,0.05754502369668246,6.938893903907228e-18,0.12,valid-only_accuracy
OpenGVLab/InternVL3-8B,java,mono_light__fs24__wrap80__lnon,1000,673,342,0.673,0.5081723625557206,0.342,0.3269999999999999,0.0,0.3132528988050859,0.3719563568763495,0.4704628046425494,0.5457891548919122,0.008147691414558,0.832902898854147,0.489,0.022,0.375,0.6875,0.633,0.4628751974723539,0.293,0.367,grid,0.049000000000000044,0.01851500789889417,0.03048499210110581,6.245004513516506e-17,-0.04000000000000009,valid-only_accuracy
OpenGVLab/InternVL3-8B,java,monokai_dark__fs20__wrap60__lnon,1000,512,278,0.512,0.54296875,0.278,0.488,0.0,0.2511220562741525,0.3065770244934339,0.4996592655455357,0.5856382599782792,0.1178543150514986,0.0075957516503345,0.523,0.028,0.625,0.625,0.633,0.4628751974723539,0.293,0.367,grid,-0.014999999999999958,-0.05600789889415482,0.04100789889415481,5.551115123125783e-17,0.121,valid_coverage/consistency
