rq0_id,language,condition,ssim_vs_baseline
rq0_0018,java,gaussian_sigma_4,0.7143228026699379
rq0_0019,java,gaussian_sigma_1,0.9551038337807446
rq0_0019,java,gaussian_sigma_2,0.8832421714940452
rq0_0019,java,gaussian_sigma_4,0.8356731399552579
rq0_0020,java,gaussian_sigma_1,0.9269735531772412
rq0_0020,java,gaussian_sigma_2,0.807601998614231
rq0_0020,java,gaussian_sigma_4,0.7374358908410401
rq0_0021,java,gaussian_sigma_1,0.927763848124754
rq0_0021,java,gaussian_sigma_2,0.8139349247975819
rq0_0021,java,gaussian_sigma_4,0.7408023549009188
rq0_0022,java,gaussian_sigma_1,0.9294545497295935
rq0_0022,java,gaussian_sigma_2,0.8180931266397895
rq0_0022,java,gaussian_sigma_4,0.7460005527214871
rq0_0023,java,gaussian_sigma_1,0.9059417039977373
rq0_0023,java,gaussian_sigma_2,0.7592465938077648
rq0_0023,java,gaussian_sigma_4,0.6694832182419367
rq0_0024,java,gaussian_sigma_1,0.9252207213150117
rq0_0024,java,gaussian_sigma_2,0.8048940197916452
rq0_0024,java,gaussian_sigma_4,0.7239154360979105
rq0_0025,java,gaussian_sigma_1,0.9188187234985136
rq0_0025,java,gaussian_sigma_2,0.7875177982456689
rq0_0025,java,gaussian_sigma_4,0.7100278708548791
rq0_0026,java,gaussian_sigma_1,0.9133019776811574
rq0_0026,java,gaussian_sigma_2,0.7759368374434535
rq0_0026,java,gaussian_sigma_4,0.6947957794065855
rq0_0027,java,gaussian_sigma_1,0.9617462162291583
rq0_0027,java,gaussian_sigma_2,0.898727189154157
rq0_0027,java,gaussian_sigma_4,0.8565147835482708
rq0_0028,java,gaussian_sigma_1,0.9103907653941272
rq0_0028,java,gaussian_sigma_2,0.7636953413251114
rq0_0028,java,gaussian_sigma_4,0.6783817085979832
rq0_0029,java,gaussian_sigma_1,0.9176104693470993
rq0_0029,java,gaussian_sigma_2,0.7867240136728298
rq0_0029,java,gaussian_sigma_4,0.7043073418677009
rq0_0030,java,gaussian_sigma_1,0.9293332905284571
rq0_0030,java,gaussian_sigma_2,0.8143369509740164
rq0_0030,java,gaussian_sigma_4,0.7451241987446426
rq0_0031,java,gaussian_sigma_1,0.9221505411356037
rq0_0031,java,gaussian_sigma_2,0.7939703926102046
rq0_0031,java,gaussian_sigma_4,0.7184142955172853
rq0_0032,java,gaussian_sigma_1,0.9359939793549265
rq0_0032,java,gaussian_sigma_2,0.8333824842383342
rq0_0032,java,gaussian_sigma_4,0.7699296052949095
rq0_0033,java,gaussian_sigma_1,0.9113699577535755
rq0_0033,java,gaussian_sigma_2,0.7651760696376094
rq0_0033,java,gaussian_sigma_4,0.6736936562808769
rq0_0034,java,gaussian_sigma_1,0.9240817499594357
rq0_0034,java,gaussian_sigma_2,0.802899081187514
rq0_0034,java,gaussian_sigma_4,0.7269740262115443
rq0_0035,java,gaussian_sigma_1,0.9160900245838972
rq0_0035,java,gaussian_sigma_2,0.7825575203714491
rq0_0035,java,gaussian_sigma_4,0.6972254483634726
rq0_0036,java,gaussian_sigma_1,0.9213693744409225
rq0_0036,java,gaussian_sigma_2,0.794561666347484
rq0_0036,java,gaussian_sigma_4,0.719376823119764
rq0_0037,java,gaussian_sigma_1,0.9455094796564599
rq0_0037,java,gaussian_sigma_2,0.8559928242824997
rq0_0037,java,gaussian_sigma_4,0.8010706238185853
rq0_0038,java,gaussian_sigma_1,0.9232286570261029
rq0_0038,java,gaussian_sigma_2,0.8016289322221088
rq0_0038,java,gaussian_sigma_4,0.726290805803505
rq0_0039,java,gaussian_sigma_1,0.9469088876002322
rq0_0039,java,gaussian_sigma_2,0.8638936095761905
rq0_0039,java,gaussian_sigma_4,0.8119736250376147
rq0_0040,java,gaussian_sigma_1,0.915194005740377
rq0_0040,java,gaussian_sigma_2,0.7783692648500239
rq0_0040,java,gaussian_sigma_4,0.6986879159389137
rq0_0041,java,gaussian_sigma_1,0.9301579406906059
rq0_0041,java,gaussian_sigma_2,0.8202926940148366
rq0_0041,java,gaussian_sigma_4,0.7505539287276165
rq0_0042,java,gaussian_sigma_1,0.9561319219380238
rq0_0042,java,gaussian_sigma_2,0.8863560205689631
rq0_0042,java,gaussian_sigma_4,0.8417514506564913
rq0_0043,java,gaussian_sigma_1,0.8968684820288227
rq0_0043,java,gaussian_sigma_2,0.7317284548178787
rq0_0043,java,gaussian_sigma_4,0.6223414866659177
rq0_0044,java,gaussian_sigma_1,0.9268610819078583
rq0_0044,java,gaussian_sigma_2,0.8062923909851367
rq0_0044,java,gaussian_sigma_4,0.7292100856910313
rq0_0045,java,gaussian_sigma_1,0.9372179892701363
rq0_0045,java,gaussian_sigma_2,0.836656601437122
rq0_0045,java,gaussian_sigma_4,0.7772217396344082
rq0_0046,java,gaussian_sigma_1,0.9278157536718278
rq0_0046,java,gaussian_sigma_2,0.8105097802099669
rq0_0046,java,gaussian_sigma_4,0.741611202257039
rq0_0047,java,gaussian_sigma_1,0.9662015292216318
rq0_0047,java,gaussian_sigma_2,0.9099101481621417
rq0_0047,java,gaussian_sigma_4,0.8719296564394502
rq0_0048,java,gaussian_sigma_1,0.956281825215369
rq0_0048,java,gaussian_sigma_2,0.885237053075875
rq0_0048,java,gaussian_sigma_4,0.8407136122851835
rq0_0049,java,gaussian_sigma_1,0.945821893237036
rq0_0049,java,gaussian_sigma_2,0.8604120441701054
rq0_0049,java,gaussian_sigma_4,0.8036106502623115
rq0_0050,java,gaussian_sigma_1,0.9106001997370958
rq0_0050,java,gaussian_sigma_2,0.7695861834463967
rq0_0050,java,gaussian_sigma_4,0.6812301812744276
rq0_0051,java,gaussian_sigma_1,0.9211683447757713
rq0_0051,java,gaussian_sigma_2,0.7984591920025311
rq0_0051,java,gaussian_sigma_4,0.722602825769138
rq0_0052,java,gaussian_sigma_1,0.9066586477792624
rq0_0052,java,gaussian_sigma_2,0.7512532385838258
rq0_0052,java,gaussian_sigma_4,0.6691113617687999
rq0_0053,java,gaussian_sigma_1,0.9175940372481998
rq0_0053,java,gaussian_sigma_2,0.7829964812590604
rq0_0053,java,gaussian_sigma_4,0.6996225769229438
rq0_0054,java,gaussian_sigma_1,0.9348963590760104
rq0_0054,java,gaussian_sigma_2,0.8286640549994155
rq0_0054,java,gaussian_sigma_4,0.7665365508239402
rq0_0055,java,gaussian_sigma_1,0.9328596394323788
rq0_0055,java,gaussian_sigma_2,0.8256201231688759
rq0_0055,java,gaussian_sigma_4,0.756575025221497
rq0_0056,java,gaussian_sigma_1,0.868662036229025
rq0_0056,java,gaussian_sigma_2,0.6569300274933757
rq0_0056,java,gaussian_sigma_4,0.5378644307688475
rq0_0057,java,gaussian_sigma_1,0.9353989171162902
rq0_0057,java,gaussian_sigma_2,0.8273147464974914
rq0_0057,java,gaussian_sigma_4,0.7565371944030529
rq0_0058,java,gaussian_sigma_1,0.9417353882713626
rq0_0058,java,gaussian_sigma_2,0.8451818504493401
rq0_0058,java,gaussian_sigma_4,0.7891329275048832
rq0_0059,java,gaussian_sigma_1,0.9471854527450524
rq0_0059,java,gaussian_sigma_2,0.8593094441494675
rq0_0059,java,gaussian_sigma_4,0.8050239700940228
rq0_0060,java,gaussian_sigma_1,0.9482629828393581
rq0_0060,java,gaussian_sigma_2,0.8658685689524757
rq0_0060,java,gaussian_sigma_4,0.8139704747381143
rq0_0061,java,gaussian_sigma_1,0.9065690626047944
rq0_0061,java,gaussian_sigma_2,0.755249546597134
rq0_0061,java,gaussian_sigma_4,0.6678614450794585
rq0_0062,java,gaussian_sigma_1,0.9170144579267455
rq0_0062,java,gaussian_sigma_2,0.7876269864787174
rq0_0062,java,gaussian_sigma_4,0.712946670557578
rq0_0063,java,gaussian_sigma_1,0.8979219795269922
rq0_0063,java,gaussian_sigma_2,0.7372676039168439
rq0_0063,java,gaussian_sigma_4,0.644015688775146
rq0_0064,java,gaussian_sigma_1,0.9111375044687673
rq0_0064,java,gaussian_sigma_2,0.7666617842975137
rq0_0064,java,gaussian_sigma_4,0.6745106082721278
rq0_0065,java,gaussian_sigma_1,0.9532528294178609
rq0_0065,java,gaussian_sigma_2,0.8768411188777336
rq0_0065,java,gaussian_sigma_4,0.8295609770415512
rq0_0066,java,gaussian_sigma_1,0.9212140023738357
rq0_0066,java,gaussian_sigma_2,0.7970603211543947
rq0_0066,java,gaussian_sigma_4,0.722457925745618
rq0_0067,java,gaussian_sigma_1,0.9317388514625377
rq0_0067,java,gaussian_sigma_2,0.822673106623184
rq0_0067,java,gaussian_sigma_4,0.7514947293507346
rq0_0068,java,gaussian_sigma_1,0.9245800909620573
rq0_0068,java,gaussian_sigma_2,0.802638865938198
rq0_0068,java,gaussian_sigma_4,0.7277678837378484
rq0_0069,java,gaussian_sigma_1,0.949022972486
rq0_0069,java,gaussian_sigma_2,0.8678207714185988
rq0_0069,java,gaussian_sigma_4,0.8158655317373054
rq0_0070,java,gaussian_sigma_1,0.9216922626575044
rq0_0070,java,gaussian_sigma_2,0.7941789022122373
rq0_0070,java,gaussian_sigma_4,0.712506367213312
rq0_0071,java,gaussian_sigma_1,0.9190368101064715
rq0_0071,java,gaussian_sigma_2,0.7904573221848618
rq0_0071,java,gaussian_sigma_4,0.7125946670591964
rq0_0072,java,gaussian_sigma_1,0.9162443134889878
rq0_0072,java,gaussian_sigma_2,0.7855974580304698
rq0_0072,java,gaussian_sigma_4,0.7050608834881168
rq0_0073,java,gaussian_sigma_1,0.9157660773098478
rq0_0073,java,gaussian_sigma_2,0.7762680165776875
rq0_0073,java,gaussian_sigma_4,0.6945644872461697
rq0_0074,java,gaussian_sigma_1,0.9458614882099362
rq0_0074,java,gaussian_sigma_2,0.8600639268092675
rq0_0074,java,gaussian_sigma_4,0.806405340898046
rq0_0075,java,gaussian_sigma_1,0.9259569320114053
rq0_0075,java,gaussian_sigma_2,0.8080351157316858
rq0_0075,java,gaussian_sigma_4,0.7311314893152346
rq0_0076,java,gaussian_sigma_1,0.8891493944944475
rq0_0076,java,gaussian_sigma_2,0.713068837399053
rq0_0076,java,gaussian_sigma_4,0.6034815666562381
rq0_0077,java,gaussian_sigma_1,0.957888151971155
rq0_0077,java,gaussian_sigma_2,0.8895892206975344
rq0_0077,java,gaussian_sigma_4,0.8449360637491145
rq0_0078,java,gaussian_sigma_1,0.9229704447699539
rq0_0078,java,gaussian_sigma_2,0.7938663152134443
rq0_0078,java,gaussian_sigma_4,0.7216988642626757
rq0_0079,java,gaussian_sigma_1,0.936063917611791
rq0_0079,java,gaussian_sigma_2,0.8328796650541478
rq0_0079,java,gaussian_sigma_4,0.7707266076726583
rq0_0080,java,gaussian_sigma_1,0.9492823398666322
rq0_0080,java,gaussian_sigma_2,0.8671639952753103
rq0_0080,java,gaussian_sigma_4,0.8144678006795373
rq0_0081,java,gaussian_sigma_1,0.9043709066460733
rq0_0081,java,gaussian_sigma_2,0.754184643680523
rq0_0081,java,gaussian_sigma_4,0.6633574854329831
rq0_0082,java,gaussian_sigma_1,0.9118453187058128
rq0_0082,java,gaussian_sigma_2,0.7635936781817682
rq0_0082,java,gaussian_sigma_4,0.6785562242153431
rq0_0083,java,gaussian_sigma_1,0.9298627770763778
rq0_0083,java,gaussian_sigma_2,0.8160261156038956
rq0_0083,java,gaussian_sigma_4,0.7464040576433465
rq0_0084,java,gaussian_sigma_1,0.9491393004726799
rq0_0084,java,gaussian_sigma_2,0.8674201470691809
rq0_0084,java,gaussian_sigma_4,0.8130883841942235
rq0_0085,java,gaussian_sigma_1,0.920703143643101
rq0_0085,java,gaussian_sigma_2,0.7955599719031147
rq0_0085,java,gaussian_sigma_4,0.7172662236684969
rq0_0086,java,gaussian_sigma_1,0.9263686472843687
rq0_0086,java,gaussian_sigma_2,0.8078152131877195
rq0_0086,java,gaussian_sigma_4,0.7365853904774101
rq0_0087,java,gaussian_sigma_1,0.958063099704965
rq0_0087,java,gaussian_sigma_2,0.8874579871981695
rq0_0087,java,gaussian_sigma_4,0.8416907319204068
rq0_0088,java,gaussian_sigma_1,0.9154316395931396
rq0_0088,java,gaussian_sigma_2,0.7801794200360085
rq0_0088,java,gaussian_sigma_4,0.692779364608953
rq0_0089,java,gaussian_sigma_1,0.9066221612786394
rq0_0089,java,gaussian_sigma_2,0.7546603289761663
rq0_0089,java,gaussian_sigma_4,0.6578024706153348
rq0_0090,java,gaussian_sigma_1,0.9389433933642044
rq0_0090,java,gaussian_sigma_2,0.8394828374844584
rq0_0090,java,gaussian_sigma_4,0.7756454682885656
rq0_0091,java,gaussian_sigma_1,0.9193169404886782
rq0_0091,java,gaussian_sigma_2,0.7895627891611259
rq0_0091,java,gaussian_sigma_4,0.7128981153026546
rq0_0092,java,gaussian_sigma_1,0.9724340870948601
rq0_0092,java,gaussian_sigma_2,0.9293625134622129
rq0_0092,java,gaussian_sigma_4,0.9008902850233272
rq0_0093,java,gaussian_sigma_1,0.9183922987874319
rq0_0093,java,gaussian_sigma_2,0.7864050531395144
rq0_0093,java,gaussian_sigma_4,0.701632373139217
rq0_0094,java,gaussian_sigma_1,0.9427324054618262
rq0_0094,java,gaussian_sigma_2,0.8508590754295478
rq0_0094,java,gaussian_sigma_4,0.7941531799075578
rq0_0095,java,gaussian_sigma_1,0.9250024722389641
rq0_0095,java,gaussian_sigma_2,0.8034222987747333
rq0_0095,java,gaussian_sigma_4,0.724735444941312
rq0_0096,java,gaussian_sigma_1,0.9040066053295712
rq0_0096,java,gaussian_sigma_2,0.7506539466209237
rq0_0096,java,gaussian_sigma_4,0.6529817855881873
rq0_0097,java,gaussian_sigma_1,0.9267919293193168
rq0_0097,java,gaussian_sigma_2,0.8074408183714737
rq0_0097,java,gaussian_sigma_4,0.7378176955695149
rq0_0098,java,gaussian_sigma_1,0.8979548887974801
rq0_0098,java,gaussian_sigma_2,0.7351280097297788
rq0_0098,java,gaussian_sigma_4,0.6373240857919432
rq0_0099,java,gaussian_sigma_1,0.954314672237052
rq0_0099,java,gaussian_sigma_2,0.8792502445577538
rq0_0099,java,gaussian_sigma_4,0.8304803787889817
rq0_0100,java,gaussian_sigma_1,0.9277496671468878
rq0_0100,java,gaussian_sigma_2,0.8077176815983659
rq0_0100,java,gaussian_sigma_4,0.7326704596149712
rq0_0101,java,gaussian_sigma_1,0.9078433294650776
rq0_0101,java,gaussian_sigma_2,0.7584131163216575
rq0_0101,java,gaussian_sigma_4,0.6680762846937478
rq0_0102,java,gaussian_sigma_1,0.971317441495577
rq0_0102,java,gaussian_sigma_2,0.9253354853081598
rq0_0102,java,gaussian_sigma_4,0.8938895194221405
rq0_0103,java,gaussian_sigma_1,0.9111791389394032
rq0_0103,java,gaussian_sigma_2,0.7680250421462619
rq0_0103,java,gaussian_sigma_4,0.6815750632080441
rq0_0104,java,gaussian_sigma_1,0.9572312905163288
rq0_0104,java,gaussian_sigma_2,0.8866790788176074
rq0_0104,java,gaussian_sigma_4,0.8411097483132864
rq0_0105,java,gaussian_sigma_1,0.9562913472404614
rq0_0105,java,gaussian_sigma_2,0.8854107078557508
rq0_0105,java,gaussian_sigma_4,0.8386303737622787
rq0_0106,java,gaussian_sigma_1,0.9399501526881627
rq0_0106,java,gaussian_sigma_2,0.8410927384640144
rq0_0106,java,gaussian_sigma_4,0.7789757520205072
rq0_0107,java,gaussian_sigma_1,0.9464448604609103
rq0_0107,java,gaussian_sigma_2,0.8589637774885469
rq0_0107,java,gaussian_sigma_4,0.8006176541667008
rq0_0108,java,gaussian_sigma_1,0.9638850686554123
rq0_0108,java,gaussian_sigma_2,0.9055401617591183
rq0_0108,java,gaussian_sigma_4,0.8658232247582891
rq0_0109,java,gaussian_sigma_1,0.9347400975417878
rq0_0109,java,gaussian_sigma_2,0.8290996089756936
rq0_0109,java,gaussian_sigma_4,0.7627851368886441
rq0_0110,java,gaussian_sigma_1,0.9785436331361614
rq0_0110,java,gaussian_sigma_2,0.9432825736411594
rq0_0110,java,gaussian_sigma_4,0.918695142619559
rq0_0111,java,gaussian_sigma_1,0.9538114893200182
rq0_0111,java,gaussian_sigma_2,0.8774473015079124
rq0_0111,java,gaussian_sigma_4,0.8312717957902512
rq0_0112,java,gaussian_sigma_1,0.9377821434026377
rq0_0112,java,gaussian_sigma_2,0.8360049227795726
rq0_0112,java,gaussian_sigma_4,0.772191096836976
rq0_0113,java,gaussian_sigma_1,0.943180021312716
rq0_0113,java,gaussian_sigma_2,0.8493677991789
rq0_0113,java,gaussian_sigma_4,0.7916678734522384
rq0_0114,java,gaussian_sigma_1,0.9301752839832621
rq0_0114,java,gaussian_sigma_2,0.8159800679780562
rq0_0114,java,gaussian_sigma_4,0.7418786107424576
rq0_0115,java,gaussian_sigma_1,0.9638528780579102
rq0_0115,java,gaussian_sigma_2,0.9060398948466718
rq0_0115,java,gaussian_sigma_4,0.867114621940063
rq0_0116,java,gaussian_sigma_1,0.9236116827474851
rq0_0116,java,gaussian_sigma_2,0.7968575084700804
rq0_0116,java,gaussian_sigma_4,0.7204238408291713
rq0_0117,java,gaussian_sigma_1,0.9644310907312191
rq0_0117,java,gaussian_sigma_2,0.9054428537419392
rq0_0117,java,gaussian_sigma_4,0.8688138785072579
rq0_0118,java,gaussian_sigma_1,0.9255623693958844
rq0_0118,java,gaussian_sigma_2,0.8019518596754999
rq0_0118,java,gaussian_sigma_4,0.7255674746016784
rq0_0119,java,gaussian_sigma_1,0.9512615467048157
rq0_0119,java,gaussian_sigma_2,0.8706159512970469
rq0_0119,java,gaussian_sigma_4,0.8164021360331608
rq0_0120,java,gaussian_sigma_1,0.9507429966524263
rq0_0120,java,gaussian_sigma_2,0.8713556216797173
rq0_0120,java,gaussian_sigma_4,0.821596045099898
rq0_0121,java,gaussian_sigma_1,0.9413959859605878
rq0_0121,java,gaussian_sigma_2,0.8436421157312605
rq0_0121,java,gaussian_sigma_4,0.7829605278849964
rq0_0122,java,gaussian_sigma_1,0.9315973962934988
rq0_0122,java,gaussian_sigma_2,0.8211952489832566
rq0_0122,java,gaussian_sigma_4,0.7501082906231504
rq0_0123,java,gaussian_sigma_1,0.9539992007467265
rq0_0123,java,gaussian_sigma_2,0.8787828200338259
rq0_0123,java,gaussian_sigma_4,0.8299880343342059
rq0_0124,java,gaussian_sigma_1,0.9344538970847495
rq0_0124,java,gaussian_sigma_2,0.8276474799401021
rq0_0124,java,gaussian_sigma_4,0.7615415135126772
rq0_0125,java,gaussian_sigma_1,0.8937960465852761
rq0_0125,java,gaussian_sigma_2,0.7197241503725372
rq0_0125,java,gaussian_sigma_4,0.6163737401503646
rq0_0126,java,gaussian_sigma_1,0.8897836753521053
rq0_0126,java,gaussian_sigma_2,0.7137754620218368
rq0_0126,java,gaussian_sigma_4,0.6087457434372207
rq0_0127,java,gaussian_sigma_1,0.9462250185300292
rq0_0127,java,gaussian_sigma_2,0.85792154488085
rq0_0127,java,gaussian_sigma_4,0.8023179885761514
rq0_0128,java,gaussian_sigma_1,0.933569037085168
rq0_0128,java,gaussian_sigma_2,0.8248373039127235
rq0_0128,java,gaussian_sigma_4,0.7550417626581055
rq0_0129,java,gaussian_sigma_1,0.9632036445979372
rq0_0129,java,gaussian_sigma_2,0.9016767974012375
rq0_0129,java,gaussian_sigma_4,0.862427259468685
rq0_0130,java,gaussian_sigma_1,0.9401781107112434
rq0_0130,java,gaussian_sigma_2,0.8414237892360239
rq0_0130,java,gaussian_sigma_4,0.7771501056025759
rq0_0131,java,gaussian_sigma_1,0.9522614269255065
rq0_0131,java,gaussian_sigma_2,0.874496862231855
rq0_0131,java,gaussian_sigma_4,0.8229766984953972
rq0_0132,java,gaussian_sigma_1,0.9562307491243832
rq0_0132,java,gaussian_sigma_2,0.8832600112779154
rq0_0132,java,gaussian_sigma_4,0.8376248025934938
rq0_0133,java,gaussian_sigma_1,0.9331349200201352
rq0_0133,java,gaussian_sigma_2,0.8242191865874483
rq0_0133,java,gaussian_sigma_4,0.7524804134424352
rq0_0134,java,gaussian_sigma_1,0.9645736960328203
rq0_0134,java,gaussian_sigma_2,0.9071892061718473
rq0_0134,java,gaussian_sigma_4,0.8688618987898167
rq0_0135,java,gaussian_sigma_1,0.8948164479429884
rq0_0135,java,gaussian_sigma_2,0.7200441224131207
rq0_0135,java,gaussian_sigma_4,0.6165961845517376
rq0_0136,java,gaussian_sigma_1,0.9491060070440186
rq0_0136,java,gaussian_sigma_2,0.8649809424653894
rq0_0136,java,gaussian_sigma_4,0.8096737563741382
rq0_0137,java,gaussian_sigma_1,0.897401534682026
rq0_0137,java,gaussian_sigma_2,0.7297685835881755
rq0_0137,java,gaussian_sigma_4,0.6354703302942651
rq0_0138,java,gaussian_sigma_1,0.931747490008207
rq0_0138,java,gaussian_sigma_2,0.8199805545874835
rq0_0138,java,gaussian_sigma_4,0.7532246515837447
rq0_0139,java,gaussian_sigma_1,0.9556714663039291
rq0_0139,java,gaussian_sigma_2,0.8835282012952406
rq0_0139,java,gaussian_sigma_4,0.8369774712803348
rq0_0140,java,gaussian_sigma_1,0.9334501697809707
rq0_0140,java,gaussian_sigma_2,0.8250969594358439
rq0_0140,java,gaussian_sigma_4,0.7567170441773962
rq0_0141,java,gaussian_sigma_1,0.9301556801829222
rq0_0141,java,gaussian_sigma_2,0.8133506368202973
rq0_0141,java,gaussian_sigma_4,0.7377367035048592
rq0_0142,java,gaussian_sigma_1,0.9460265054175769
rq0_0142,java,gaussian_sigma_2,0.8576612692762938
rq0_0142,java,gaussian_sigma_4,0.7994581415150345
rq0_0143,java,gaussian_sigma_1,0.8750119250814007
rq0_0143,java,gaussian_sigma_2,0.6748161994774918
rq0_0143,java,gaussian_sigma_4,0.5650480231321329
rq0_0144,java,gaussian_sigma_1,0.91799169476515
rq0_0144,java,gaussian_sigma_2,0.785319795114568
rq0_0144,java,gaussian_sigma_4,0.6999894055860091
rq0_0145,java,gaussian_sigma_1,0.9738854133400916
rq0_0145,java,gaussian_sigma_2,0.9305191818342268
rq0_0145,java,gaussian_sigma_4,0.9031674544248892
rq0_0146,java,gaussian_sigma_1,0.9244477962934652
rq0_0146,java,gaussian_sigma_2,0.7947092617149636
rq0_0146,java,gaussian_sigma_4,0.7194551888877193
rq0_0147,java,gaussian_sigma_1,0.9304646234466287
rq0_0147,java,gaussian_sigma_2,0.8131559322563687
rq0_0147,java,gaussian_sigma_4,0.7457168841578365
rq0_0148,java,gaussian_sigma_1,0.926030842502585
rq0_0148,java,gaussian_sigma_2,0.8049627056054138
rq0_0148,java,gaussian_sigma_4,0.7286480062971465
rq0_0149,java,gaussian_sigma_1,0.9419762264754302
rq0_0149,java,gaussian_sigma_2,0.8447238010648879
rq0_0149,java,gaussian_sigma_4,0.7855377795344393
rq0_0150,java,gaussian_sigma_1,0.9733828162888737
rq0_0150,java,gaussian_sigma_2,0.9306363235322261
rq0_0150,java,gaussian_sigma_4,0.9012806706003175
rq0_0151,java,gaussian_sigma_1,0.9371894604860939
rq0_0151,java,gaussian_sigma_2,0.8350019481531192
rq0_0151,java,gaussian_sigma_4,0.7701268054279632
rq0_0152,java,gaussian_sigma_1,0.948002313039568
rq0_0152,java,gaussian_sigma_2,0.8612814070248577
rq0_0152,java,gaussian_sigma_4,0.8056115453859877
rq0_0153,java,gaussian_sigma_1,0.9543097493808083
rq0_0153,java,gaussian_sigma_2,0.8791806734747367
rq0_0153,java,gaussian_sigma_4,0.8321381637277115
rq0_0154,java,gaussian_sigma_1,0.9596313460167419
rq0_0154,java,gaussian_sigma_2,0.8931765905739928
rq0_0154,java,gaussian_sigma_4,0.8491235775753401
rq0_0155,java,gaussian_sigma_1,0.9562250995646115
rq0_0155,java,gaussian_sigma_2,0.8843420150764943
rq0_0155,java,gaussian_sigma_4,0.8371754581955574
rq0_0156,java,gaussian_sigma_1,0.9498598362012811
rq0_0156,java,gaussian_sigma_2,0.8682188570099321
rq0_0156,java,gaussian_sigma_4,0.8155686545130715
rq0_0157,java,gaussian_sigma_1,0.9139118817243244
rq0_0157,java,gaussian_sigma_2,0.7725030491721884
rq0_0157,java,gaussian_sigma_4,0.6838622383165832
rq0_0158,java,gaussian_sigma_1,0.9593356794579702
rq0_0158,java,gaussian_sigma_2,0.8940422589007371
rq0_0158,java,gaussian_sigma_4,0.8513334626685621
rq0_0159,java,gaussian_sigma_1,0.916383784906027
rq0_0159,java,gaussian_sigma_2,0.7813967887580978
rq0_0159,java,gaussian_sigma_4,0.698196344633094
rq0_0160,java,gaussian_sigma_1,0.9364878039728289
rq0_0160,java,gaussian_sigma_2,0.8347252163495801
rq0_0160,java,gaussian_sigma_4,0.7699042050946797
rq0_0161,java,gaussian_sigma_1,0.9446643486219547
rq0_0161,java,gaussian_sigma_2,0.8545679418475434
rq0_0161,java,gaussian_sigma_4,0.7977736746903883
rq0_0162,java,gaussian_sigma_1,0.9200861485657642
rq0_0162,java,gaussian_sigma_2,0.7905882648000978
rq0_0162,java,gaussian_sigma_4,0.7131959062718032
rq0_0163,java,gaussian_sigma_1,0.9446201743678596
rq0_0163,java,gaussian_sigma_2,0.855011718406443
rq0_0163,java,gaussian_sigma_4,0.7952528096370571
rq0_0164,java,gaussian_sigma_1,0.9384701430704325
rq0_0164,java,gaussian_sigma_2,0.836335309866605
rq0_0164,java,gaussian_sigma_4,0.7740040904277871
rq0_0165,java,gaussian_sigma_1,0.9531924773752176
rq0_0165,java,gaussian_sigma_2,0.8764336775040054
rq0_0165,java,gaussian_sigma_4,0.8257283640173143
rq0_0166,java,gaussian_sigma_1,0.9277902495911005
rq0_0166,java,gaussian_sigma_2,0.8095787586706576
rq0_0166,java,gaussian_sigma_4,0.7395463143153771
rq0_0167,java,gaussian_sigma_1,0.9261168004284634
rq0_0167,java,gaussian_sigma_2,0.8047092786472668
rq0_0167,java,gaussian_sigma_4,0.7321887316765615
rq0_0168,java,gaussian_sigma_1,0.9590832199843881
rq0_0168,java,gaussian_sigma_2,0.8908245355999265
rq0_0168,java,gaussian_sigma_4,0.8461099105055432
rq0_0169,java,gaussian_sigma_1,0.9248320107144435
rq0_0169,java,gaussian_sigma_2,0.7987538510640123
rq0_0169,java,gaussian_sigma_4,0.7201670734071924
rq0_0170,java,gaussian_sigma_1,0.9360609717860542
rq0_0170,java,gaussian_sigma_2,0.8319600495025368
rq0_0170,java,gaussian_sigma_4,0.7643648947797711
rq0_0171,java,gaussian_sigma_1,0.9502859843284152
rq0_0171,java,gaussian_sigma_2,0.8682906174877147
rq0_0171,java,gaussian_sigma_4,0.8163218395515468
rq0_0172,java,gaussian_sigma_1,0.9505332418181367
rq0_0172,java,gaussian_sigma_2,0.8694142588415296
rq0_0172,java,gaussian_sigma_4,0.8180414669082601
rq0_0173,java,gaussian_sigma_1,0.9160286866342068
rq0_0173,java,gaussian_sigma_2,0.7721799752938466
rq0_0173,java,gaussian_sigma_4,0.6892448079089536
rq0_0174,java,gaussian_sigma_1,0.9238315245655867
rq0_0174,java,gaussian_sigma_2,0.7994384509492355
rq0_0174,java,gaussian_sigma_4,0.7233221337244485
rq0_0175,java,gaussian_sigma_1,0.9194002091496006
rq0_0175,java,gaussian_sigma_2,0.7903674620393839
rq0_0175,java,gaussian_sigma_4,0.7136217815004935
rq0_0176,java,gaussian_sigma_1,0.9348132293035043
rq0_0176,java,gaussian_sigma_2,0.8287049389207034
rq0_0176,java,gaussian_sigma_4,0.7646620318375108
rq0_0177,java,gaussian_sigma_1,0.9183522368894472
rq0_0177,java,gaussian_sigma_2,0.780235929691905
rq0_0177,java,gaussian_sigma_4,0.6959955385104742
rq0_0178,java,gaussian_sigma_1,0.9552510387853769
rq0_0178,java,gaussian_sigma_2,0.8829734250492324
rq0_0178,java,gaussian_sigma_4,0.8402688468874503
rq0_0179,java,gaussian_sigma_1,0.9467728112907329
rq0_0179,java,gaussian_sigma_2,0.8593038717745157
rq0_0179,java,gaussian_sigma_4,0.8017623473390326
