model,language,score_stratum,contrast_type,variant_i,variant_j,n_pairs,valid_pairs,invalid_pairs,target_selected_valid_pairs,parse_failure_pairs,valid_rate,target_preference_valid,target_preference_valid_wilson_low,target_preference_valid_wilson_high,effective_target_preference,strict_swap_error,strict_swap_wilson_low,strict_swap_wilson_high,binom_p_vs_0_5_valid,debiased_non_tie_pairs,debiased_target_pairs,debiased_target_preference,median_abs_content_signal,median_abs_position_bias,holm_p_within_family
OpenGVLab/InternVL3-8B,python,mid,visual_only_trash,beautiful_trash,ugly_trash,33,24,9,24,0,0.7272727272727273,1.0,0.8620237953250198,1.0,0.7272727272727273,0.2727272727272727,0.1506744088542064,0.44217559002872625,1.1920928955078125e-07,33,32,0.9696969696969697,1.0625,0.6875,2.384185791015625e-07
Qwen/Qwen2.5-VL-7B-Instruct,cuda,high,semantic_and_visual_aligned,golden,beautiful_trash,33,32,1,32,0,0.9696969696969697,1.0,0.8928208017449293,1.0,0.9696969696969697,0.030303030303030304,0.00536941053687183,0.1531872538211892,4.656612873077393e-10,33,33,1.0,3.125,0.25,2.7939677238464355e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,high,semantic_and_visual_aligned,golden,ugly_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,3.1875,0.375,4.6566128730773926e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,high,semantic_only_under_ugly,ugly_gold,ugly_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,2.625,0.875,4.6566128730773926e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,high,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,2.75,0.6875,4.6566128730773926e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,high,visual_only_gold,golden,ugly_gold,33,19,14,19,0,0.5757575757575758,1.0,0.8318207759473837,1.0,0.5757575757575758,0.42424242424242425,0.2723559663341021,0.5919273666268755,3.814697265625e-06,33,33,1.0,0.625,0.4375,7.62939453125e-06
Qwen/Qwen2.5-VL-7B-Instruct,cuda,high,visual_only_trash,beautiful_trash,ugly_trash,33,3,30,3,0,0.09090909090909091,1.0,0.4385029682449546,1.0,0.09090909090909091,0.9090909090909091,0.7642739435353026,0.9685960584754184,0.25,33,32,0.9696969696969697,0.5,1.4375,0.25
Qwen/Qwen2.5-VL-7B-Instruct,cuda,low,semantic_and_visual_aligned,golden,beautiful_trash,34,33,1,33,0,0.9705882352941176,1.0,0.895730002457548,1.0,0.9705882352941176,0.029411764705882353,0.0052109062762689395,0.1491557329268593,2.3283064365386963e-10,34,34,1.0,2.90625,0.71875,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,low,semantic_and_visual_aligned,golden,ugly_trash,34,32,2,32,0,0.9411764705882353,1.0,0.8928208017449293,1.0,0.9411764705882353,0.058823529411764705,0.016282655210122746,0.19093606904280996,4.656612873077393e-10,34,34,1.0,3.1875,0.8125,2.3283064365386963e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,low,semantic_only_under_ugly,ugly_gold,ugly_trash,34,28,6,28,0,0.8235294117647058,1.0,0.8793566952341543,0.9999999999999998,0.8235294117647058,0.17647058823529413,0.0834896904537232,0.33513737399842747,7.450580596923828e-09,34,34,1.0,2.625,1.375,2.9802322387695312e-08
Qwen/Qwen2.5-VL-7B-Instruct,cuda,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,34,28,6,28,0,0.8235294117647058,1.0,0.8793566952341543,0.9999999999999998,0.8235294117647058,0.17647058823529413,0.0834896904537232,0.33513737399842747,7.450580596923828e-09,34,34,1.0,2.3125,1.1875,2.9802322387695312e-08
Qwen/Qwen2.5-VL-7B-Instruct,cuda,low,visual_only_gold,golden,ugly_gold,34,8,26,8,0,0.23529411764705882,1.0,0.6755924351161198,1.0,0.23529411764705882,0.7647058823529411,0.6000386207746361,0.8756301446736042,0.0078125,34,32,0.9411764705882353,0.6875,1.15625,0.015625
Qwen/Qwen2.5-VL-7B-Instruct,cuda,low,visual_only_trash,beautiful_trash,ugly_trash,34,2,32,2,0,0.058823529411764705,1.0,0.34238022750665303,1.0,0.058823529411764705,0.9411764705882353,0.80906393095719,0.9837173447898772,0.5,33,31,0.9393939393939394,0.6875,1.96875,0.5
Qwen/Qwen2.5-VL-7B-Instruct,cuda,mid,semantic_and_visual_aligned,golden,beautiful_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,2.8125,0.4375,5.587935447692871e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,mid,semantic_and_visual_aligned,golden,ugly_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,3.3125,0.5625,5.587935447692871e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,33,30,3,30,0,0.9090909090909091,1.0,0.8864866068260312,0.9999999999999999,0.9090909090909091,0.09090909090909091,0.03140394152458165,0.2357260564646973,1.862645149230957e-09,33,33,1.0,2.9375,1.1875,7.450580596923828e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,33,30,3,30,0,0.9090909090909091,1.0,0.8864866068260312,0.9999999999999999,0.9090909090909091,0.09090909090909091,0.03140394152458165,0.2357260564646973,1.862645149230957e-09,33,33,1.0,2.8125,1.0,7.450580596923828e-09
Qwen/Qwen2.5-VL-7B-Instruct,cuda,mid,visual_only_gold,golden,ugly_gold,33,11,22,11,0,0.3333333333333333,1.0,0.7411670330319684,1.0,0.3333333333333333,0.6666666666666666,0.4960789442780561,0.8024977232077931,0.0009765625,33,30,0.9090909090909091,0.375,0.8125,0.001953125
Qwen/Qwen2.5-VL-7B-Instruct,cuda,mid,visual_only_trash,beautiful_trash,ugly_trash,33,0,33,0,0,0.0,,,,0.0,1.0,0.895730002457548,1.0,,33,31,0.9393939393939394,0.625,1.8125,0.001953125
Qwen/Qwen2.5-VL-7B-Instruct,java,high,semantic_and_visual_aligned,golden,beautiful_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.875,0.375,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,high,semantic_and_visual_aligned,golden,ugly_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,4.0,0.375,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,high,semantic_only_under_ugly,ugly_gold,ugly_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.875,0.4375,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,high,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,3.625,0.5,2.7939677238464355e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,high,visual_only_gold,golden,ugly_gold,33,26,7,25,0,0.7878787878787878,0.9615384615384616,0.8110722109696524,0.9931780150064564,0.7575757575757576,0.21212121212121213,0.10676021533020799,0.3775164499215069,8.046627044677734e-07,33,30,0.9090909090909091,0.75,0.4375,1.6093254089355469e-06
Qwen/Qwen2.5-VL-7B-Instruct,java,high,visual_only_trash,beautiful_trash,ugly_trash,33,5,28,5,0,0.15151515151515152,1.0,0.5655175352168251,1.0,0.15151515151515152,0.8484848484848485,0.6908012411955788,0.9334954271839244,0.0625,32,30,0.9375,0.5,1.625,0.0625
Qwen/Qwen2.5-VL-7B-Instruct,java,low,semantic_and_visual_aligned,golden,beautiful_trash,34,33,1,33,0,0.9705882352941176,1.0,0.895730002457548,1.0,0.9705882352941176,0.029411764705882353,0.0052109062762689395,0.1491557329268593,2.3283064365386963e-10,34,34,1.0,3.71875,0.5,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,low,semantic_and_visual_aligned,golden,ugly_trash,34,33,1,33,0,0.9705882352941176,1.0,0.895730002457548,1.0,0.9705882352941176,0.029411764705882353,0.0052109062762689395,0.1491557329268593,2.3283064365386963e-10,34,34,1.0,3.78125,0.46875,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,low,semantic_only_under_ugly,ugly_gold,ugly_trash,34,31,3,31,0,0.9117647058823529,1.0,0.889744604539564,1.0,0.9117647058823529,0.08823529411764706,0.030465943674648555,0.22960486562808868,9.313225746154785e-10,34,34,1.0,3.71875,0.84375,3.725290298461914e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,34,30,4,30,0,0.8823529411764706,1.0,0.8864866068260312,0.9999999999999999,0.8823529411764706,0.11764705882352941,0.04671446664882335,0.26620842770371833,1.862645149230957e-09,34,34,1.0,3.375,0.84375,5.587935447692871e-09
