experiment,model,language,difficulty_rank,condition,n_pairs,n_valid,n_correct,valid_rate,valid_accuracy,effective_accuracy,strict_swap_error,parse_failure_rate,effective_ci_low,effective_ci_high,valid_accuracy_ci_low,valid_accuracy_ci_high,spearman_valid_only,spearman_p,debiased_accuracy,debiased_tie_rate,median_abs_b,median_abs_c
grid,OpenGVLab/InternVL3-8B,cuda,middle,mono_light__fs24__wrap80__lnon,333,112,65,0.33633633633633636,0.5803571428571429,0.19519519519519518,0.6636636636636637,0.0,0.15620202514494008,0.24114056827952313,0.4877851847005556,0.6675995988065428,0.07407505907049138,0.4376253472993527,0.5555555555555556,0.02702702702702703,0.8125,0.5
grid,OpenGVLab/InternVL3-8B,cuda,middle,monokai_dark__fs20__wrap60__lnon,333,101,53,0.3033033033033033,0.5247524752475248,0.15915915915915915,0.6966966966966968,0.0,0.12378650893750426,0.20230594774896443,0.42824984362727647,0.6194412134816415,0.05357203944770705,0.594675342551036,0.5495495495495496,0.024024024024024024,1.0625,0.5625
grid,OpenGVLab/InternVL3-8B,cuda,middle,monokai_dark__fs20__wrap80__lnon,333,106,52,0.3183183183183183,0.49056603773584906,0.15615615615615616,0.6816816816816818,0.0,0.12111410037954551,0.19904084491209034,0.39740700785165506,0.5843849309893538,-0.06462267142032105,0.510454115436529,0.5555555555555556,0.04504504504504504,0.875,0.5625
grid,OpenGVLab/InternVL3-8B,cuda,middle,monokai_dark__fs24__wrap60__lnon,333,95,49,0.2852852852852853,0.5157894736842106,0.14714714714714713,0.7147147147147147,0.0,0.11312674804150047,0.18921566306563675,0.41665221352231663,0.6136994226817002,-0.0015361871200690728,0.9882119308256087,0.5375375375375375,0.04504504504504504,1.0625,0.5625
grid,OpenGVLab/InternVL3-8B,cuda,middle,monokai_dark__fs24__wrap80__lnon,333,108,59,0.32432432432432434,0.5462962962962963,0.17717717717717718,0.6756756756756757,0.0,0.13991804336642083,0.22179948168904517,0.45242531815601683,0.6369869633489315,0.07590894617880967,0.43491014170635905,0.5795795795795796,0.021021021021021023,0.9375,0.5625
grid,OpenGVLab/InternVL3-8B,cuda,near,friendly_light__fs20__wrap60__lnon,334,67,35,0.20059880239520958,0.5223880597014925,0.10479041916167664,0.7994011976047904,0.0,0.07631658816602177,0.14225178730350496,0.4048519492604335,0.6374961340504036,0.1007006549399148,0.4174676131545333,0.5299401197604791,0.05688622754491018,1.0625,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,friendly_light__fs20__wrap80__lnon,334,93,49,0.27844311377245506,0.5268817204301075,0.1467065868263473,0.721556886227545,0.0,0.11278232048242715,0.18866516667972555,0.4263701891771973,0.6252605902522792,0.1603933999692604,0.1245825641316542,0.5089820359281437,0.029940119760479042,0.875,0.4375
grid,OpenGVLab/InternVL3-8B,cuda,near,friendly_light__fs24__wrap60__lnon,334,82,41,0.24550898203592814,0.5,0.12275449101796407,0.7544910179640718,0.0,0.09178989248291751,0.16229810228344893,0.3942282839199199,0.6057717160800802,0.05019844076652369,0.654246811363368,0.5179640718562875,0.038922155688622756,1.03125,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,friendly_light__fs24__wrap80__lnon,334,90,53,0.2694610778443114,0.5888888888888889,0.15868263473053892,0.7305389221556886,0.0,0.12340924851085855,0.2017179848491873,0.48563237347145555,0.684867959761553,0.17439863461650718,0.10017861417750062,0.5,0.04790419161676647,0.875,0.46875
grid,OpenGVLab/InternVL3-8B,cuda,near,mono_light__fs20__wrap60__lnon,334,78,38,0.23353293413173654,0.48717948717948717,0.11377245508982035,0.7664670658682635,0.0,0.08402080359460376,0.15230738152334283,0.37948952024893845,0.5960729876923999,-0.0017288596843840088,0.9880143377295083,0.5179640718562875,0.023952095808383235,1.0,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,mono_light__fs20__wrap80__lnon,334,92,50,0.2754491017964072,0.5434782608695652,0.1497005988023952,0.7245508982035929,0.0,0.11543149451391034,0.19193592919771568,0.44199785570563255,0.6414733278347482,0.15554512816510774,0.138722482549429,0.49101796407185627,0.04491017964071856,0.8125,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,mono_light__fs24__wrap60__lnon,334,83,38,0.24850299401197604,0.4578313253012048,0.11377245508982035,0.7514970059880239,0.0,0.08402080359460376,0.15230738152334283,0.35489376982070636,0.5644995695466891,-0.06851432098215215,0.5382557961407046,0.5179640718562875,0.023952095808383235,1.0,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,mono_light__fs24__wrap80__lnon,334,105,59,0.3143712574850299,0.5619047619047619,0.17664670658682635,0.6856287425149701,0.0,0.13949098958827313,0.22115586306861243,0.4664834225577479,0.6529563583938862,0.10261014485614463,0.29759385227781604,0.49101796407185627,0.038922155688622756,0.78125,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,monokai_dark__fs20__wrap60__lnon,334,82,40,0.24550898203592814,0.4878048780487805,0.11976047904191617,0.7544910179640718,0.0,0.08919337794610163,0.15897468027079156,0.38260895860619915,0.5940922761179496,0.03633682234004866,0.7458626890037057,0.5329341317365269,0.03293413173652695,1.125,0.53125
grid,OpenGVLab/InternVL3-8B,cuda,near,monokai_dark__fs20__wrap80__lnon,334,84,46,0.25149700598802394,0.5476190476190477,0.1377245508982036,0.7485029940119761,0.0,0.10486680895488887,0.178820868558844,0.44143037013820663,0.6496427985842067,0.06970525866155973,0.5286594326280251,0.5059880239520959,0.03293413173652695,0.875,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,monokai_dark__fs24__wrap60__lnon,334,74,34,0.2215568862275449,0.4594594594594595,0.10179640718562874,0.7784431137724551,0.0,0.07376413610281823,0.1388843028172352,0.3507337092637971,0.5721865431196937,-0.027394282149035925,0.816781880333298,0.5299401197604791,0.023952095808383235,1.0625,0.5
grid,OpenGVLab/InternVL3-8B,cuda,near,monokai_dark__fs24__wrap80__lnon,334,81,44,0.24251497005988024,0.5432098765432098,0.1317365269461078,0.7574850299401198,0.0,0.09961789975093435,0.172229904663852,0.43524015896677065,0.6472666731563539,0.13003087500776325,0.24726892560514957,0.5119760479041916,0.02694610778443114,0.9375,0.5
