experiment,model,language,difficulty_rank,condition,n_pairs,n_valid,n_correct,valid_rate,valid_accuracy,effective_accuracy,strict_swap_error,parse_failure_rate,effective_ci_low,effective_ci_high,valid_accuracy_ci_low,valid_accuracy_ci_high,spearman_valid_only,spearman_p,debiased_accuracy,debiased_tie_rate,median_abs_b,median_abs_c
grid,OpenGVLab/InternVL3-8B,java,far,friendly_light__fs20__wrap60__lnon,333,155,99,0.46546546546546547,0.6387096774193548,0.2972972972972973,0.5345345345345345,0.0,0.25074340262976375,0.34847457821901734,0.5605754288848729,0.7101347516892046,0.20985591943235923,0.008772717843733823,0.5615615615615616,0.06006006006006006,0.625,0.5625
grid,OpenGVLab/InternVL3-8B,java,far,friendly_light__fs20__wrap80__lnon,333,220,107,0.6606606606606606,0.4863636363636364,0.3213213213213213,0.33933933933933935,0.0,0.27344767152394683,0.3732704004834971,0.42112061813657886,0.5520746959414703,-0.07943264729841715,0.24066762516575782,0.4744744744744745,0.015015015015015015,0.4375,0.6875
grid,OpenGVLab/InternVL3-8B,java,far,friendly_light__fs24__wrap60__lnon,333,170,104,0.5105105105105106,0.611764705882353,0.3123123123123123,0.48948948948948945,0.0,0.2649155869685906,0.36398995085435487,0.5368074497691455,0.6817825244394493,0.17861015853236487,0.01978603380299925,0.5555555555555556,0.03003003003003003,0.5625,0.5625
grid,OpenGVLab/InternVL3-8B,java,far,friendly_light__fs24__wrap80__lnon,333,231,111,0.6936936936936937,0.4805194805194805,0.3333333333333333,0.3063063063063063,0.0,0.28485635171297025,0.38561176587380525,0.4169373447273095,0.5447389280858665,-0.08071174161286773,0.22168782363993964,0.4774774774774775,0.018018018018018018,0.4375,0.6875
grid,OpenGVLab/InternVL3-8B,java,far,mono_light__fs20__wrap60__lnon,333,167,104,0.5015015015015015,0.6227544910179641,0.3123123123123123,0.4984984984984985,0.0,0.2649155869685906,0.36398995085435487,0.5472607265978022,0.6927278586262995,0.22511279446117258,0.003445828854073195,0.5855855855855856,0.03003003003003003,0.5,0.5625
grid,OpenGVLab/InternVL3-8B,java,far,mono_light__fs20__wrap80__lnon,333,220,113,0.6606606606606606,0.5136363636363637,0.33933933933933935,0.33933933933933935,0.0,0.2905743583944759,0.3917687819819654,0.4479253040585297,0.5788793818634211,-0.0036755710150693124,0.9567701325870325,0.4864864864864865,0.03903903903903904,0.375,0.75
grid,OpenGVLab/InternVL3-8B,java,far,mono_light__fs24__wrap60__lnon,333,165,108,0.4954954954954955,0.6545454545454545,0.32432432432432434,0.5045045045045045,0.0,0.27629638569955234,0.3763591977027246,0.5792175682165766,0.7228409448774193,0.2812055284587787,0.00025339731615482095,0.5675675675675675,0.05105105105105105,0.5,0.5625
grid,OpenGVLab/InternVL3-8B,java,far,mono_light__fs24__wrap80__lnon,333,228,118,0.6846846846846847,0.5175438596491229,0.35435435435435436,0.3153153153153153,0.0,0.3049082992405378,0.40712239811006784,0.4529311791600357,0.5815751599593503,0.0024244627824418913,0.9709574935774835,0.4984984984984985,0.024024024024024024,0.375,0.6875
grid,OpenGVLab/InternVL3-8B,java,far,monokai_dark__fs20__wrap60__lnon,333,162,104,0.4864864864864865,0.6419753086419753,0.3123123123123123,0.5135135135135135,0.0,0.2649155869685906,0.36398995085435487,0.5656471611879976,0.71172618277019,0.24478996130867692,0.0016926761800354166,0.5555555555555556,0.04804804804804805,0.625,0.625
grid,OpenGVLab/InternVL3-8B,java,far,monokai_dark__fs20__wrap80__lnon,333,212,97,0.6366366366366366,0.45754716981132076,0.2912912912912913,0.3633633633633634,0.0,0.24509177571209065,0.34225118234702456,0.39183548820775427,0.5247699679527643,-0.08827400348627011,0.20047815508570196,0.47147147147147145,0.03303303303303303,0.5,0.75
grid,OpenGVLab/InternVL3-8B,java,far,monokai_dark__fs24__wrap60__lnon,333,177,108,0.5315315315315315,0.6101694915254238,0.32432432432432434,0.46846846846846846,0.0,0.27629638569955234,0.3763591977027246,0.5367083162007227,0.6789501962572466,0.1928818857822318,0.010107067391851911,0.5495495495495496,0.03903903903903904,0.625,0.625
grid,OpenGVLab/InternVL3-8B,java,far,monokai_dark__fs24__wrap80__lnon,333,219,107,0.6576576576576577,0.4885844748858447,0.3213213213213213,0.3423423423423423,0.0,0.27344767152394683,0.3732704004834971,0.4231502903589743,0.5544122331208995,-0.039804733423302735,0.5579309698270893,0.4804804804804805,0.021021021021021023,0.5,0.8125
grid,OpenGVLab/InternVL3-8B,java,middle,friendly_light__fs20__wrap60__lnon,333,162,84,0.4864864864864865,0.5185185185185185,0.25225225225225223,0.5135135135135135,0.0,0.20861171117141072,0.301543598754877,0.4420428654937459,0.5941362663268872,0.10316026611619784,0.19143813848507116,0.5135135135135135,0.02702702702702703,0.5625,0.625
grid,OpenGVLab/InternVL3-8B,java,middle,friendly_light__fs20__wrap80__lnon,333,195,94,0.5855855855855856,0.48205128205128206,0.2822822822822823,0.4144144144144144,0.0,0.23663335811878725,0.33289706575582945,0.41294519274689817,0.5518508812634405,-0.002266156968381493,0.9749172496320695,0.4954954954954955,0.036036036036036036,0.4375,0.625
grid,OpenGVLab/InternVL3-8B,java,middle,friendly_light__fs24__wrap60__lnon,333,166,86,0.4984984984984985,0.5180722891566265,0.25825825825825827,0.5015015015015015,0.0,0.21419392153787406,0.3078364111780796,0.44251529566074355,0.5928117678351862,0.06419805757674664,0.4112293829736493,0.4924924924924925,0.03903903903903904,0.5625,0.5625
grid,OpenGVLab/InternVL3-8B,java,middle,friendly_light__fs24__wrap80__lnon,333,206,105,0.6186186186186187,0.5097087378640777,0.3153153153153153,0.38138138138138133,0.0,0.26775725467157613,0.3670857945462021,0.44189280246597484,0.5771692075985756,0.04580136130678327,0.5132946103096999,0.4954954954954955,0.018018018018018018,0.4375,0.6875
grid,OpenGVLab/InternVL3-8B,java,middle,mono_light__fs20__wrap60__lnon,333,161,86,0.48348348348348347,0.5341614906832298,0.25825825825825827,0.5165165165165165,0.0,0.21419392153787406,0.3078364111780796,0.45721141728799536,0.609519368029582,0.07302295060989202,0.35727627556829167,0.5165165165165165,0.03303303303303303,0.5625,0.5625
grid,OpenGVLab/InternVL3-8B,java,middle,mono_light__fs20__wrap80__lnon,333,223,113,0.6696696696696697,0.5067264573991032,0.33933933933933935,0.3303303303303303,0.0,0.2905743583944759,0.3917687819819654,0.44155192117452297,0.5716731745182859,-0.009046893286289392,0.8931317998124833,0.4984984984984985,0.021021021021021023,0.4375,0.625
grid,OpenGVLab/InternVL3-8B,java,middle,mono_light__fs24__wrap60__lnon,333,171,92,0.5135135135135135,0.5380116959064327,0.27627627627627627,0.4864864864864865,0.0,0.23100737203843238,0.32664802904651846,0.4632730448462221,0.6110800295772298,0.09962335497031531,0.19483191410318995,0.5165165165165165,0.03003003003003003,0.5625,0.5625
grid,OpenGVLab/InternVL3-8B,java,middle,mono_light__fs24__wrap80__lnon,333,218,109,0.6546546546546547,0.5,0.32732732732732733,0.34534534534534533,0.0,0.27914741455469627,0.37944568024241354,0.4342044170527869,0.5657955829472131,0.03934608469710875,0.5633843643327671,0.5045045045045045,0.018018018018018018,0.375,0.625
grid,OpenGVLab/InternVL3-8B,java,middle,monokai_dark__fs20__wrap60__lnon,333,165,84,0.4954954954954955,0.509090909090909,0.25225225225225223,0.5045045045045045,0.0,0.20861171117141072,0.301543598754877,0.4334776430783636,0.584290504750695,0.016650104000199378,0.8319016758568288,0.5255255255255256,0.015015015015015015,0.625,0.625
grid,OpenGVLab/InternVL3-8B,java,middle,monokai_dark__fs20__wrap80__lnon,333,202,93,0.6066066066066066,0.4603960396039604,0.27927927927927926,0.3933933933933934,0.0,0.23381905263147826,0.3297738598483055,0.39304086205983224,0.5292294128805655,-0.0317698415029085,0.6535431264847343,0.5135135135135135,0.009009009009009009,0.5,0.6875
grid,OpenGVLab/InternVL3-8B,java,middle,monokai_dark__fs24__wrap60__lnon,333,175,90,0.5255255255255256,0.5142857142857142,0.2702702702702703,0.47447447447447444,0.0,0.2253919901355427,0.3203883881597424,0.44072838264763026,0.5872293405389881,0.053643227366801036,0.4807756848958265,0.5195195195195195,0.021021021021021023,0.625,0.6875
grid,OpenGVLab/InternVL3-8B,java,middle,monokai_dark__fs24__wrap80__lnon,333,215,105,0.6456456456456456,0.4883720930232558,0.3153153153153153,0.35435435435435436,0.0,0.26775725467157613,0.3670857945462021,0.42234877742992,0.5548036322325619,0.032204789703384834,0.638652300742241,0.4984984984984985,0.024024024024024024,0.5,0.75
grid,OpenGVLab/InternVL3-8B,java,near,friendly_light__fs20__wrap60__lnon,334,180,92,0.5389221556886228,0.5111111111111111,0.2754491017964072,0.4610778443113772,0.0,0.2302967454726118,0.32570801331689214,0.4386200384689786,0.5831378393549854,0.05222335051667496,0.4862761442270702,0.4940119760479042,0.029940119760479042,0.5625,0.6875
grid,OpenGVLab/InternVL3-8B,java,near,friendly_light__fs20__wrap80__lnon,334,219,104,0.655688622754491,0.4748858447488584,0.31137724550898205,0.344311377245509,0.0,0.2640983224554234,0.36294567492775986,0.4097524213798223,0.5408851302758999,-0.06340394868807311,0.35037452226020943,0.4550898203592814,0.023952095808383235,0.46875,0.78125
grid,OpenGVLab/InternVL3-8B,java,near,friendly_light__fs24__wrap60__lnon,334,196,97,0.5868263473053892,0.49489795918367346,0.2904191616766467,0.4131736526946108,0.0,0.2443369289825157,0.3412675125543546,0.4256769001828971,0.5643151664693262,-0.010425922866638682,0.8846846339362415,0.47305389221556887,0.02694610778443114,0.5625,0.6875
grid,OpenGVLab/InternVL3-8B,java,near,friendly_light__fs24__wrap80__lnon,334,220,108,0.6586826347305389,0.4909090909090909,0.32335329341317365,0.3413173652694611,0.0,0.2754431910056304,0.375280552575446,0.42557476126740384,0.5565554481179622,-0.045641086571522514,0.5006538721454539,0.4491017964071856,0.020958083832335328,0.5,0.8125
grid,OpenGVLab/InternVL3-8B,java,near,mono_light__fs20__wrap60__lnon,334,167,85,0.5,0.5089820359281437,0.25449101796407186,0.5,0.0,0.2107521472209701,0.3038130557222209,0.433816036101515,0.5837441042807364,0.023967612106317995,0.7585026853107824,0.47005988023952094,0.029940119760479042,0.5625,0.625
grid,OpenGVLab/InternVL3-8B,java,near,mono_light__fs20__wrap80__lnon,334,235,115,0.7035928143712575,0.48936170212765956,0.344311377245509,0.29640718562874246,0.0,0.2953847894398074,0.396778509987582,0.42613612827885605,0.5529294827558108,-0.03444442745370284,0.5993305405132451,0.47005988023952094,0.02694610778443114,0.375,0.8125
grid,OpenGVLab/InternVL3-8B,java,near,mono_light__fs24__wrap60__lnon,334,177,95,0.5299401197604791,0.536723163841808,0.2844311377245509,0.47005988023952094,0.0,0.2387131414244622,0.3350514270134616,0.46326230723409023,0.608623863585233,0.10120007783913097,0.180153151071166,0.47305389221556887,0.014970059880239521,0.53125,0.625
grid,OpenGVLab/InternVL3-8B,java,near,mono_light__fs24__wrap80__lnon,334,227,115,0.6796407185628742,0.5066079295154186,0.344311377245509,0.3203592814371258,0.0,0.2953847894398074,0.396778509987582,0.4420032863305029,0.5709926460957008,-0.004407700814446684,0.9473440588794746,0.46407185628742514,0.023952095808383235,0.375,0.78125
grid,OpenGVLab/InternVL3-8B,java,near,monokai_dark__fs20__wrap60__lnon,334,185,90,0.5538922155688623,0.4864864864864865,0.2694610778443114,0.44610778443113774,0.0,0.22469896521795457,0.31946592047260275,0.4154737846529498,0.558048978668067,-0.06802173332104479,0.35757753829845795,0.4880239520958084,0.020958083832335328,0.625,0.75
grid,OpenGVLab/InternVL3-8B,java,near,monokai_dark__fs20__wrap80__lnon,334,219,103,0.655688622754491,0.4703196347031963,0.3083832335329341,0.344311377245509,0.0,0.2612679922208782,0.35985606861283176,0.4052972584345087,0.5363653026131631,-0.09652443589060015,0.1545672904903412,0.437125748502994,0.02694610778443114,0.5625,0.875
grid,OpenGVLab/InternVL3-8B,java,near,monokai_dark__fs24__wrap60__lnon,334,187,95,0.5598802395209581,0.5080213903743316,0.2844311377245509,0.4401197604790419,0.0,0.2387131414244622,0.3350514270134616,0.4369304169238041,0.5787894377583941,0.0037445622168901893,0.9594347278289795,0.48502994011976047,0.029940119760479042,0.625,0.75
grid,OpenGVLab/InternVL3-8B,java,near,monokai_dark__fs24__wrap80__lnon,334,234,112,0.7005988023952096,0.47863247863247865,0.33532934131736525,0.29940119760479045,0.0,0.2868249146489196,0.38757857513004984,0.4154907401991893,0.5424644453702918,-0.0790324016867653,0.22844506421417649,0.4550898203592814,0.014970059880239521,0.5625,0.875
grid,OpenGVLab/InternVL3-8B,python,far,friendly_light__fs20__wrap60__lnon,333,120,58,0.36036036036036034,0.48333333333333334,0.17417417417417416,0.6396396396396397,0.0,0.13721837840715306,0.21856163525348,0.3958364430105443,0.5718641958700792,0.010357506500091021,0.9106043988695449,0.5375375375375375,0.024024024024024024,1.0,0.75
grid,OpenGVLab/InternVL3-8B,python,far,friendly_light__fs20__wrap80__lnon,333,152,83,0.45645645645645644,0.5460526315789473,0.24924924924924924,0.5435435435435436,0.0,0.2058249236393618,0.29839287489209315,0.4667416349966832,0.6230932530102874,0.12504861807524636,0.1247818911477667,0.5315315315315315,0.042042042042042045,0.75,0.6875
grid,OpenGVLab/InternVL3-8B,python,far,friendly_light__fs24__wrap60__lnon,333,136,70,0.4084084084084084,0.5147058823529411,0.21021021021021022,0.5915915915915916,0.0,0.16987685580161357,0.2571532945970141,0.43146624550741874,0.5971375750886523,0.03258920717224299,0.7064379705514192,0.5495495495495496,0.012012012012012012,1.0,0.75
grid,OpenGVLab/InternVL3-8B,python,far,friendly_light__fs24__wrap80__lnon,333,136,72,0.4084084084084084,0.5294117647058824,0.21621621621621623,0.5915915915915916,0.0,0.17537160598198392,0.26353356720630944,0.44587284305424035,0.6113347981379019,0.05118117521723844,0.5540188838388543,0.5225225225225225,0.021021021021021023,0.8125,0.6875
grid,OpenGVLab/InternVL3-8B,python,far,mono_light__fs20__wrap60__lnon,333,120,57,0.36036036036036034,0.475,0.17117117117117117,0.6396396396396397,0.0,0.13452302236020316,0.21531947990559705,0.3878209113791835,0.5637300469417518,-0.05054799277099636,0.5834993815181614,0.5435435435435435,0.024024024024024024,0.9375,0.75
grid,OpenGVLab/InternVL3-8B,python,far,mono_light__fs20__wrap80__lnon,333,147,75,0.44144144144144143,0.5102040816326531,0.22522522522522523,0.5585585585585586,0.0,0.18363899497946107,0.2730787123933309,0.4301687076795727,0.5897197236804429,0.061996732336202266,0.45568461933475096,0.5315315315315315,0.02702702702702703,0.6875,0.625
grid,OpenGVLab/InternVL3-8B,python,far,mono_light__fs24__wrap60__lnon,333,143,72,0.4294294294294294,0.5034965034965035,0.21621621621621623,0.5705705705705706,0.0,0.17537160598198392,0.26353356720630944,0.42253578414981274,0.5842742816724091,0.03322392022026514,0.6936385274276952,0.5285285285285285,0.018018018018018018,0.9375,0.75
grid,OpenGVLab/InternVL3-8B,python,far,mono_light__fs24__wrap80__lnon,333,137,79,0.4114114114114114,0.5766423357664233,0.23723723723723725,0.5885885885885886,0.0,0.19470736956621398,0.28576038338590953,0.4929252056124144,0.6561786177634509,0.15154532932646636,0.07710024916161268,0.5555555555555556,0.018018018018018018,0.75,0.625
grid,OpenGVLab/InternVL3-8B,python,far,monokai_dark__fs20__wrap60__lnon,333,135,55,0.40540540540540543,0.4074074074074074,0.16516516516516516,0.5945945945945945,0.0,0.12914559325221484,0.20882188622391964,0.3281991932223573,0.49173931641051766,-0.1927457768738852,0.025108874427002978,0.5255255255255256,0.015015015015015015,1.0,0.8125
grid,OpenGVLab/InternVL3-8B,python,far,monokai_dark__fs20__wrap80__lnon,333,166,74,0.4984984984984985,0.4457831325301205,0.2222222222222222,0.5015015015015015,0.0,0.18087989538115862,0.2699003005968005,0.3722464688098768,0.5217723407023338,-0.08183956567022654,0.2945368438199865,0.5105105105105106,0.02702702702702703,0.75,0.6875
grid,OpenGVLab/InternVL3-8B,python,far,monokai_dark__fs24__wrap60__lnon,333,128,46,0.3843843843843844,0.359375,0.13813813813813813,0.6156156156156156,0.0,0.10518681792493659,0.179343058997702,0.2814673057552586,0.4454774631966657,-0.2982445978599694,0.0006277956882709601,0.5135135135135135,0.018018018018018018,1.0625,0.875
grid,OpenGVLab/InternVL3-8B,python,far,monokai_dark__fs24__wrap80__lnon,333,163,84,0.4894894894894895,0.5153374233128835,0.25225225225225223,0.5105105105105106,0.0,0.20861171117141072,0.301543598754877,0.4391498607613197,0.5908187096128673,0.030295253630912653,0.7010559788046303,0.5315315315315315,0.024024024024024024,0.875,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,friendly_light__fs20__wrap60__lnon,333,134,70,0.4024024024024024,0.5223880597014925,0.21021021021021022,0.5975975975975976,0.0,0.16987685580161357,0.2571532945970141,0.43837594818912184,0.6051523200933899,0.052283230100320745,0.5485311654306325,0.5255255255255256,0.009009009009009009,1.0625,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,friendly_light__fs20__wrap80__lnon,333,138,69,0.4144144144144144,0.5,0.2072072072072072,0.5855855855855856,0.0,0.16713468688128458,0.25395795212251016,0.4177157906011534,0.5822842093988466,0.025676025990915154,0.7649928932827605,0.5255255255255256,0.036036036036036036,0.875,0.6875
grid,OpenGVLab/InternVL3-8B,python,middle,friendly_light__fs24__wrap60__lnon,333,124,61,0.37237237237237236,0.49193548387096775,0.1831831831831832,0.6276276276276276,0.0,0.14532996581765908,0.22826258202747265,0.40551606493135967,0.5788395578967157,0.03155843721336013,0.7278796133192759,0.5165165165165165,0.024024024024024024,1.0625,0.8125
grid,OpenGVLab/InternVL3-8B,python,middle,friendly_light__fs24__wrap80__lnon,333,142,76,0.4264264264264264,0.5352112676056338,0.22822822822822822,0.5735735735735736,0.0,0.18640133593964597,0.27625388282797886,0.45333200298030085,0.6152356051666704,0.1424098591244893,0.0909059406411311,0.5225225225225225,0.03003003003003003,0.8125,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,mono_light__fs20__wrap60__lnon,333,129,65,0.38738738738738737,0.5038759689922481,0.19519519519519518,0.6126126126126126,0.0,0.15620202514494008,0.24114056827952313,0.4187404583124836,0.5887873120754477,0.020416288590748993,0.8183626826527557,0.5195195195195195,0.009009009009009009,1.0,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,mono_light__fs20__wrap80__lnon,333,149,78,0.44744744744744747,0.5234899328859061,0.23423423423423423,0.5525525525525525,0.0,0.19193556552049046,0.28259467603680016,0.44371694127548666,0.6020821505024323,0.12923109502609756,0.1162347870956383,0.4954954954954955,0.036036036036036036,0.75,0.6875
grid,OpenGVLab/InternVL3-8B,python,middle,mono_light__fs24__wrap60__lnon,333,137,66,0.4114114114114114,0.48175182481751827,0.1981981981981982,0.5885885885885886,0.0,0.15892967020649076,0.24435043461280534,0.3997272478544019,0.5647718418180112,-0.005906396615750647,0.9453878124634445,0.5435435435435435,0.009009009009009009,0.9375,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,mono_light__fs24__wrap80__lnon,333,143,79,0.4294294294294294,0.5524475524475524,0.23723723723723725,0.5705705705705706,0.0,0.19470736956621398,0.28576038338590953,0.47063875904872415,0.6315122282846029,0.18571000992279854,0.026375904912553698,0.5255255255255256,0.04804804804804805,0.75,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,monokai_dark__fs20__wrap60__lnon,333,133,63,0.3993993993993994,0.47368421052631576,0.1891891891891892,0.6006006006006006,0.0,0.15075815482555227,0.23470941580924526,0.3907618062476648,0.5580841059464441,0.01725776854103902,0.8437005406141541,0.5195195195195195,0.018018018018018018,1.0625,0.8125
grid,OpenGVLab/InternVL3-8B,python,middle,monokai_dark__fs20__wrap80__lnon,333,151,73,0.45345345345345345,0.48344370860927155,0.21921921921921922,0.5465465465465466,0.0,0.17812408316819128,0.266718601414935,0.4051422333793694,0.5625666732785694,0.024341014777115134,0.766721651689276,0.4984984984984985,0.04504504504504504,0.9375,0.75
grid,OpenGVLab/InternVL3-8B,python,middle,monokai_dark__fs24__wrap60__lnon,333,131,62,0.3933933933933934,0.4732824427480916,0.18618618618618618,0.6066066066066066,0.0,0.14804206467975872,0.23148799456020586,0.3897677343642162,0.5583194484561042,-0.03875917891063223,0.6602756664773125,0.5165165165165165,0.015015015015015015,1.0625,0.8125
grid,OpenGVLab/InternVL3-8B,python,middle,monokai_dark__fs24__wrap80__lnon,333,157,77,0.47147147147147145,0.49044585987261147,0.23123123123123124,0.5285285285285286,0.0,0.1891668737853518,0.27942585637710593,0.41341636186471165,0.5679317307104471,0.08131937804864427,0.3113160370538041,0.5195195195195195,0.021021021021021023,0.875,0.75
grid,OpenGVLab/InternVL3-8B,python,near,friendly_light__fs20__wrap60__lnon,334,109,47,0.3263473053892216,0.43119266055045874,0.1407185628742515,0.6736526946107784,0.0,0.10749984092271864,0.18210777314048754,0.3421290740356541,0.5249410599668218,-0.054165836730686596,0.5758893070376064,0.437125748502994,0.02694610778443114,1.125,0.625
grid,OpenGVLab/InternVL3-8B,python,near,friendly_light__fs20__wrap80__lnon,334,123,58,0.36826347305389223,0.4715447154471545,0.17365269461077845,0.6317365269461077,0.0,0.13679966663471335,0.21792724947269895,0.3855295798202351,0.559283416931124,-0.054126656067878094,0.5521105303862325,0.48502994011976047,0.04491017964071856,0.75,0.59375
grid,OpenGVLab/InternVL3-8B,python,near,friendly_light__fs24__wrap60__lnon,334,113,47,0.3383233532934132,0.415929203539823,0.1407185628742515,0.6616766467065869,0.0,0.10749984092271864,0.18210777314048754,0.3292804489669386,0.5081060387423808,-0.09385296543465807,0.3227793723297677,0.46107784431137727,0.029940119760479042,1.0625,0.5625
grid,OpenGVLab/InternVL3-8B,python,near,friendly_light__fs24__wrap80__lnon,334,125,57,0.37425149700598803,0.456,0.17065868263473055,0.625748502994012,0.0,0.13411263570666818,0.21469434385127087,0.37130114051099083,0.543322614135342,-0.07905266887331994,0.38085125443851037,0.47904191616766467,0.03592814371257485,0.8125,0.5
grid,OpenGVLab/InternVL3-8B,python,near,mono_light__fs20__wrap60__lnon,334,121,51,0.36227544910179643,0.4214876033057851,0.15269461077844312,0.6377245508982036,0.0,0.11808578677728235,0.19520157348381698,0.3372499540821435,0.5105570150170473,-0.0510283436002479,0.5783149856311534,0.4341317365269461,0.029940119760479042,1.0,0.625
grid,OpenGVLab/InternVL3-8B,python,near,mono_light__fs20__wrap80__lnon,334,138,64,0.41317365269461076,0.463768115942029,0.19161676646706588,0.5868263473053892,0.0,0.15300915580187477,0.2372373796023772,0.38267562147721057,0.5468231295710194,-0.07707529624517864,0.3689022435874186,0.48502994011976047,0.017964071856287425,0.6875,0.5625
grid,OpenGVLab/InternVL3-8B,python,near,mono_light__fs24__wrap60__lnon,334,118,55,0.3532934131736527,0.4661016949152542,0.16467065868263472,0.6467065868263473,0.0,0.12875180512543816,0.20821530133355426,0.3785871696717929,0.5557537346687152,-0.07266387834881098,0.43423594854876413,0.4491017964071856,0.03293413173652695,0.9375,0.625
grid,OpenGVLab/InternVL3-8B,python,near,mono_light__fs24__wrap80__lnon,334,127,60,0.38023952095808383,0.47244094488188976,0.17964071856287425,0.6197604790419162,0.0,0.14218652039789847,0.22438026880846035,0.38770319695871036,0.5587969409708672,-0.045964641966733596,0.6078499356950158,0.5,0.03293413173652695,0.71875,0.5
grid,OpenGVLab/InternVL3-8B,python,near,monokai_dark__fs20__wrap60__lnon,334,116,51,0.3473053892215569,0.4396551724137931,0.15269461077844312,0.652694610778443,0.0,0.11808578677728235,0.19520157348381698,0.3527039415484396,0.5304750506153099,-0.10710880077151198,0.25245795298524365,0.4341317365269461,0.041916167664670656,1.0625,0.6875
grid,OpenGVLab/InternVL3-8B,python,near,monokai_dark__fs20__wrap80__lnon,334,140,64,0.41916167664670656,0.45714285714285713,0.19161676646706588,0.5808383233532934,0.0,0.15300915580187477,0.2372373796023772,0.3768699173117245,0.5397048998627966,-0.048094107565015656,0.5725622397934746,0.47305389221556887,0.03293413173652695,0.8125,0.625
grid,OpenGVLab/InternVL3-8B,python,near,monokai_dark__fs24__wrap60__lnon,334,118,54,0.3532934131736527,0.4576271186440678,0.16167664670658682,0.6467065868263473,0.0,0.12607819301423967,0.2049689768952795,0.3704912527333468,0.5474348776922883,-0.07466839913084715,0.4216310954327997,0.44610778443113774,0.020958083832335328,1.125,0.65625
grid,OpenGVLab/InternVL3-8B,python,near,monokai_dark__fs24__wrap80__lnon,334,133,68,0.39820359281437123,0.5112781954887218,0.20359281437125748,0.6017964071856288,0.0,0.16389320711152147,0.2500330744906236,0.4272083071737977,0.5947148733144412,-0.009421878095507836,0.914285141822275,0.4940119760479042,0.038922155688622756,0.8125,0.625
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,friendly_light__fs20__wrap60__lnon,333,216,204,0.6486486486486487,0.9444444444444444,0.6126126126126126,0.3513513513513513,0.0,0.5592888142145187,0.6633678630917141,0.9054189878387191,0.9679376621305571,0.7975307564530459,7.313447219728149e-49,0.8228228228228228,0.012012012012012012,0.5625,0.9375
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,friendly_light__fs20__wrap80__lnon,333,218,201,0.6546546546546547,0.9220183486238532,0.6036036036036037,0.34534534534534533,0.0,0.550171968875332,0.6546721742464022,0.8786765726340287,0.9507445868649271,0.7835064457209208,1.6019403836408708e-46,0.8318318318318318,0.012012012012012012,0.5625,0.8125
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,friendly_light__fs24__wrap60__lnon,333,227,202,0.6816816816816816,0.8898678414096917,0.6066066066066066,0.31831831831831836,0.0,0.5532088744508399,0.6575727800657272,0.8424780248526917,0.9242819882933202,0.723962547632388,3.8213042727861736e-38,0.8138138138138138,0.02702702702702703,0.5625,0.9375
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,friendly_light__fs24__wrap80__lnon,333,241,217,0.7237237237237237,0.9004149377593361,0.6516516516516516,0.27627627627627627,0.0,0.5990124439128187,0.7008318815262414,0.8561020981123714,0.9321630957383998,0.7224035599612343,3.613712376758835e-40,0.8288288288288288,0.018018018018018018,0.4375,0.875
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,mono_light__fs20__wrap60__lnon,333,212,196,0.6366366366366366,0.9245283018867925,0.5885885885885885,0.3633633633633634,0.0,0.5350177733522774,0.6401388127952923,0.8809320916259233,0.9530133467688908,0.7667171497383961,2.7194839230241305e-42,0.8288288288288288,0.018018018018018018,0.625,1.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,mono_light__fs20__wrap80__lnon,333,203,187,0.6096096096096096,0.9211822660098522,0.5615615615615616,0.39039039039039036,0.0,0.5078655243950152,0.6138534591990588,0.8758152199565495,0.9509049210391479,0.77699318701973,2.86670332243286e-42,0.8198198198198198,0.018018018018018018,0.6875,0.875
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,mono_light__fs24__wrap60__lnon,333,217,200,0.6516516516516516,0.9216589861751152,0.6006006006006006,0.3483483483483484,0.0,0.5471370954463325,0.6517695362805688,0.8781338511426455,0.9505149042913674,0.7600070047894212,4.140856242561111e-42,0.8198198198198198,0.018018018018018018,0.625,0.9375
grid,Qwen/Qwen2.5-VL-7B-Instruct,cuda,far,mono_light__fs24__wrap80__lnon,333,245,219,0.7357357357357357,0.8938775510204081,0.6576576576576577,0.2642642642642643,0.0,0.6051560740354665,0.7065632741932597,0.8490496205705843,0.9265446108515542,0.7207927555732061,1.4803640645122599e-40,0.8138138138138138,0.021021021021021023,0.4375,0.9375
