model,representation,language,condition,rq0_id,baseline_cosine_distance
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_110,0.007023274898529053
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_111,0.002232193946838379
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_112,0.002158045768737793
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_113,0.007007002830505371
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_114,0.009018242359161377
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_115,0.006493091583251953
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_116,0.005969524383544922
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_117,0.015864133834838867
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_118,0.003350198268890381
OpenGVLab/InternVL3-8B,projected_visual_mean,cuda,no_indent,dorn_cuda_119,0.006446123123168945
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0000,0.005989551544189453
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0001,0.005182981491088867
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0002,0.0056574344635009766
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0003,0.00784534215927124
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0004,0.009700357913970947
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0005,0.009964346885681152
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0006,0.005144715309143066
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0007,0.005684196949005127
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0008,0.0060253143310546875
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0009,0.008713603019714355
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0010,0.011055469512939453
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0011,0.005218386650085449
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0012,0.012529432773590088
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0013,0.00417017936706543
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0014,0.004011273384094238
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0015,0.004814863204956055
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0016,0.005371689796447754
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0017,0.006046414375305176
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0018,0.006049036979675293
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0019,0.005143284797668457
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0020,0.00681912899017334
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0021,0.00781559944152832
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0022,0.004572451114654541
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0023,0.004032015800476074
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0024,0.005725860595703125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0025,0.008714616298675537
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0026,0.006556391716003418
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0027,0.0047196149826049805
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0028,0.006063222885131836
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0029,0.00455784797668457
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0030,0.006892085075378418
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0031,0.010525107383728027
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0032,0.006249189376831055
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0033,0.005703330039978027
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0034,0.005832672119140625
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0035,0.004591763019561768
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0036,0.005679428577423096
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0037,0.0062656402587890625
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0038,0.006231546401977539
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0039,0.011193513870239258
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0040,0.007277011871337891
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0041,0.0050373077392578125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0042,0.005699217319488525
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0043,0.005195319652557373
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0044,0.006588280200958252
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0045,0.01807934045791626
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0046,0.008750557899475098
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0047,0.006550490856170654
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0048,0.01051950454711914
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0049,0.004669547080993652
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0050,0.005587935447692871
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0051,0.006401419639587402
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0052,0.005158722400665283
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0053,0.0036475658416748047
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0054,0.00691300630569458
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0055,0.005791306495666504
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0056,0.005063891410827637
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0057,0.004549264907836914
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0058,0.007738232612609863
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0059,0.006438255310058594
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0060,0.012412726879119873
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0061,0.004664421081542969
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0062,0.006894707679748535
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0063,0.006331503391265869
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0064,0.006738781929016113
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0065,0.010543882846832275
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0066,0.005021035671234131
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0067,0.004800200462341309
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0068,0.006227731704711914
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0069,0.007604062557220459
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0070,0.0046231746673583984
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0071,0.005206942558288574
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0072,0.004542112350463867
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0073,0.00649493932723999
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0074,0.00933927297592163
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0075,0.0036464929580688477
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0076,0.005647897720336914
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0077,0.006252884864807129
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0078,0.010549604892730713
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0079,0.009837508201599121
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0080,0.006244659423828125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0081,0.004932761192321777
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0082,0.006965160369873047
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0083,0.00621110200881958
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0084,0.006578326225280762
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0085,0.0038676857948303223
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0086,0.00465625524520874
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0087,0.011025428771972656
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0088,0.00452268123626709
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0089,0.0037700533866882324
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0090,0.008577167987823486
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0091,0.004920542240142822
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0092,0.01693016290664673
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0093,0.004030406475067139
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0094,0.008864104747772217
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0095,0.0069481730461120605
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0096,0.005801022052764893
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0097,0.00619816780090332
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0098,0.00681227445602417
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0099,0.004503607749938965
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0100,0.0024143457412719727
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0101,0.005659341812133789
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0102,0.007740974426269531
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0103,0.01830899715423584
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0104,0.0036351680755615234
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0105,0.013358592987060547
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0106,0.004519522190093994
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0107,0.00551992654800415
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0108,0.009831070899963379
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0109,0.004008829593658447
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0110,0.0063980817794799805
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0111,0.007829129695892334
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0112,0.00555497407913208
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0113,0.007118344306945801
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0114,0.009128212928771973
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0115,0.0076541900634765625
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0116,0.006516873836517334
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0117,0.009869515895843506
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0118,0.0018935203552246094
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0119,0.005556762218475342
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0120,0.005726933479309082
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0121,0.015410125255584717
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0122,0.006996870040893555
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0123,0.008682966232299805
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0124,0.005988359451293945
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0125,0.003180861473083496
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0126,0.0038298964500427246
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0127,0.005794942378997803
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0128,0.006984829902648926
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0129,0.004883170127868652
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0130,0.007928013801574707
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0131,0.008672237396240234
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0132,0.011608242988586426
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0133,0.005487561225891113
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0134,0.006507694721221924
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0135,0.01034235954284668
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0136,0.00431215763092041
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0137,0.004925370216369629
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0138,0.003988742828369141
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0139,0.005413055419921875
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0140,0.00341796875
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0141,0.006317734718322754
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0142,0.006750524044036865
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0143,0.005175530910491943
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0144,0.0038565993309020996
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0145,0.0
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0146,0.006371259689331055
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0147,0.00563359260559082
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0148,0.005627989768981934
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0149,0.005326807498931885
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0150,0.007778286933898926
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0151,0.005697488784790039
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0152,0.0027747750282287598
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0153,0.009436190128326416
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0154,0.011421501636505127
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0155,0.013937652111053467
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0156,0.0074440836906433105
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0157,0.003986001014709473
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0158,0.0053558349609375
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0159,0.003704547882080078
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0160,0.006025433540344238
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0161,0.0034648776054382324
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0162,0.007495403289794922
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0163,0.0037773847579956055
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0164,0.00607144832611084
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0165,0.011934876441955566
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0166,0.004649162292480469
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0167,0.0074198246002197266
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0168,0.0076847076416015625
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0169,0.004757821559906006
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0170,0.006283700466156006
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0171,0.0050618648529052734
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0172,0.0074481964111328125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0173,0.0033571720123291016
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0174,0.006391286849975586
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0175,0.00620269775390625
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0176,0.007525920867919922
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0177,0.005592823028564453
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0178,0.0071555376052856445
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0179,0.00554966926574707
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0180,0.0026224851608276367
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0181,0.006036877632141113
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0182,0.010361909866333008
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0183,0.002934575080871582
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0184,0.006154060363769531
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0185,0.005544781684875488
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0186,0.013745665550231934
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0187,0.00813150405883789
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0188,0.00454336404800415
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0189,0.009200453758239746
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0190,0.0028111934661865234
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0191,0.004136323928833008
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0192,0.021053194999694824
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0193,0.0037043094635009766
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0194,0.014931797981262207
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0195,0.003906965255737305
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0196,0.003267347812652588
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0197,0.0033965110778808594
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0198,0.006014883518218994
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0199,0.007950067520141602
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0200,0.002840876579284668
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0201,0.0029581785202026367
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0202,0.00291287899017334
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0203,0.010332942008972168
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0204,0.001787424087524414
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0205,0.017811238765716553
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0206,0.0036368370056152344
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0207,0.00788116455078125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0208,0.003144681453704834
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0209,0.004081904888153076
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0210,0.002009272575378418
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0211,0.001971721649169922
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0212,0.004982471466064453
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0213,0.004067540168762207
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0214,0.0018946528434753418
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0215,0.010932564735412598
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0216,0.0037986040115356445
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0217,0.010789990425109863
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0218,0.005228877067565918
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0219,0.005893230438232422
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0220,0.0049822330474853516
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0221,0.009592294692993164
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0222,0.010978281497955322
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0223,0.0068471431732177734
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0224,0.004929900169372559
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0225,0.0024563074111938477
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0226,0.00425565242767334
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0227,0.0088653564453125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0228,0.004096508026123047
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0229,0.004639863967895508
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0230,0.005779087543487549
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0231,0.003610372543334961
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0232,0.0041474103927612305
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0233,0.003111124038696289
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0234,0.006121993064880371
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0235,0.004164338111877441
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0236,0.015642881393432617
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0237,0.008845984935760498
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0238,0.004239916801452637
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0239,0.007942914962768555
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0240,0.0034101009368896484
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0241,0.0045032501220703125
OpenGVLab/InternVL3-8B,projected_visual_mean,java,gaussian_sigma_1,rq0_0242,0.0073912739753723145
