snippet_id,dataset_name,ocr_engine,parse_status,char_error_rate,original_num_lines,ocr_num_lines,token_precision,token_recall,token_f1,indent_mean_abs_delta,runtime_sec,mean_confidence,line_count_abs_diff
dorn_cuda_018,Dorn,rapidocr,ok,0.11217948717948718,31,51,0.7625570776255708,0.9027027027027027,0.8267326732673268,5.684210526315789,1.106614351272583,0.7581816843178477,20
dorn_cuda_019,Dorn,rapidocr,ok,0.139389193422083,31,66,0.875968992248062,0.9149797570850202,0.895049504950495,3.341991341991342,1.0984225273132324,0.7730528118719497,35
dorn_cuda_002,Dorn,rapidocr,ok,0.20418848167539266,11,9,0.9534883720930233,0.8367346938775511,0.8913043478260869,7.5,0.9155452251434326,0.8665932091225941,2
dorn_cuda_020,Dorn,rapidocr,ok,0.19023569023569023,51,105,0.7382978723404255,0.8145539906103286,0.7745535714285715,5.123809523809524,1.5442039966583252,0.7803111794252147,54
dorn_cuda_021,Dorn,rapidocr,ok,0.16230366492146597,11,27,0.9222222222222223,0.8972972972972973,0.9095890410958904,12.8,1.0234172344207764,0.8179810123377013,16
dorn_cuda_022,Dorn,rapidocr,ok,0.22872340425531915,31,48,0.8348214285714286,0.9121951219512195,0.8717948717948718,5.333333333333333,1.1247212886810305,0.7534127196156458,17
dorn_cuda_023,Dorn,rapidocr,ok,0.1860655737704918,51,123,0.7527272727272727,0.915929203539823,0.8263473053892215,8.615384615384615,1.5880274772644043,0.77331165200898,72
dorn_cuda_024,Dorn,rapidocr,ok,0.17853107344632768,31,84,0.8029661016949152,0.8555304740406321,0.8284153005464482,3.586206896551724,1.3263795375823977,0.767371655823064,53
dorn_cuda_025,Dorn,rapidocr,ok,0.1117612638970158,30,77,0.7473684210526316,0.9161290322580645,0.8231884057971015,3.6666666666666665,1.2069768905639648,0.7839242861248642,47
dorn_cuda_026,Dorn,rapidocr,ok,0.09603440038222646,51,104,0.8467432950191571,0.9324894514767933,0.8875502008032129,3.5789473684210527,1.3540256023406982,0.771491159139448,53
dorn_cuda_027,Dorn,rapidocr,ok,0.1003167898627244,31,49,0.8829787234042553,0.9360902255639098,0.9087591240875912,7.5,1.0966999530792236,0.7806510750974406,18
dorn_cuda_028,Dorn,rapidocr,ok,0.1513117754728493,51,97,0.8425531914893617,0.9383886255924171,0.8878923766816144,2.6666666666666665,1.306016445159912,0.775501003707561,46
dorn_cuda_029,Dorn,rapidocr,ok,0.46195652173913043,11,16,0.8857142857142857,0.47692307692307695,0.62,2.6666666666666665,0.7837998867034912,0.7549667531943316,5
dorn_cuda_003,Dorn,rapidocr,ok,0.10786914235190097,31,52,0.757847533632287,0.8535353535353535,0.8028503562945367,6.260869565217392,1.360389232635498,0.7723861257982076,21
dorn_cuda_030,Dorn,rapidocr,ok,0.09590017825311943,51,137,0.8006230529595015,0.9145907473309609,0.8538205980066446,4.201617676070231,1.6496844291687012,0.7700723183598196,86
dorn_cuda_031,Dorn,rapidocr,ok,0.17920540997464074,51,79,0.7811158798283262,0.7027027027027027,0.7398373983739838,3.6,1.058246612548828,0.7558525309884291,28
dorn_cuda_032,Dorn,rapidocr,ok,0.07872696817420435,11,19,0.8729281767955801,0.9186046511627907,0.8951841359773371,4.0,1.030717134475708,0.8334752685321364,8
dorn_cuda_033,Dorn,rapidocr,ok,0.10644460535843592,31,69,0.8106508875739645,0.9042904290429042,0.8549141965678627,5.536231884057971,1.2159178256988523,0.7721750656978024,38
dorn_cuda_034,Dorn,rapidocr,ok,0.2767162066525124,50,147,0.5333333333333333,0.08849557522123894,0.15180265654648956,13.904761904761905,1.6799826622009275,0.7712748211543159,97
dorn_cuda_035,Dorn,rapidocr,ok,0.17857142857142858,11,11,0.72,0.8571428571428571,0.782608695652174,8.0,0.2955625057220459,0.8134908400217487,0
dorn_cuda_036,Dorn,rapidocr,ok,0.12437810945273632,51,126,0.7580340264650284,0.8950892857142857,0.8208802456499489,9.650600077429345,1.81897234916687,0.7645188947774085,75
dorn_cuda_037,Dorn,rapidocr,ok,0.22165325530358448,51,84,0.7640845070422535,0.8443579766536965,0.8022181146025877,4.628571428571429,1.3411319255828855,0.7525629780314448,33
dorn_cuda_038,Dorn,rapidocr,ok,0.19139566395663957,51,136,0.8,0.8772504091653028,0.8368462138953943,5.391304347826087,1.7777116298675537,0.7646733282594349,85
dorn_cuda_039,Dorn,rapidocr,ok,0.1990521327014218,31,47,0.816793893129771,0.601123595505618,0.6925566343042071,4.769230769230769,1.0649151802062988,0.7538368082038011,16
dorn_cuda_004,Dorn,rapidocr,ok,0.19946091644204852,50,78,0.7740384615384616,0.679324894514768,0.7235955056179775,3.8947368421052633,1.2348272800445557,0.7502786386843883,28
dorn_cuda_040,Dorn,rapidocr,ok,0.0821256038647343,11,17,0.8409090909090909,0.9024390243902439,0.8705882352941177,0.0,0.8230941295623779,0.847517774890722,6
dorn_cuda_041,Dorn,rapidocr,ok,0.11853088480801335,31,37,0.8523489932885906,0.8639455782312925,0.8581081081081081,2.7877877877877877,0.9083514213562012,0.7282012530669131,6
dorn_cuda_042,Dorn,rapidocr,ok,0.11323328785811733,51,91,0.811377245508982,0.9063545150501672,0.8562401263823066,4.372093023255814,1.4906914234161377,0.761817829409833,40
dorn_cuda_043,Dorn,rapidocr,ok,0.08812949640287769,11,21,0.7281553398058253,0.8928571428571429,0.8021390374331551,2.174603174603175,0.8193609714508057,0.8132779196979383,10
