ocr_engine,n,ok_rate,char_error_rate,token_f1,line_count_abs_diff,indent_mean_abs_delta,runtime_sec,mean_confidence
easyocr,239,1.0,0.3346842014958288,0.6205370981947683,76.61506276150628,6.049770089427345,4.026268448290964,0.8853698147201104
easyocr_preprocessed,239,1.0,0.3811704344435148,0.6511154099786192,99.52301255230125,6.049782051076065,6.302405820232056,0.8837634471625797
rapidocr,239,1.0,0.2123792021587613,0.7524489348011031,28.564853556485357,6.0447089020499565,1.2098116914597514,0.7786259036926177
