ocr_engine,n,ok_rate,char_error_rate,token_f1,line_count_abs_diff,indent_mean_abs_delta,runtime_sec,mean_confidence
easyocr,313,1.0,0.315838215354872,0.7264963675601778,40.95527156549521,9.140570547162811,1.9697899734631132,0.8925744998911063
easyocr_preprocessed,313,1.0,0.3572446240051929,0.7765309218479026,55.146964856230035,9.140578111825908,1.717917115543597,0.8794337727980228
rapidocr,313,1.0,0.2378357997002935,0.811884694744119,17.13418530351438,9.13389750248404,0.9539764468281414,0.7820105852690682
