condition,model,num_pairs,valid_pairs,correct_pairs,effective_accuracy,valid_accuracy,strict_swap_error,parse_failure_rate,input_tokens,output_tokens,estimated_cost_usd,easy_n,easy_effective_accuracy,easy_valid_accuracy,medium_n,medium_effective_accuracy,medium_valid_accuracy,hard_n,hard_effective_accuracy,hard_valid_accuracy
image_only,gpt-5.4-mini,300,229,146,0.4866666666666667,0.6375545851528385,0.2366666666666667,0.0,612114,5604,0.4843035,100,0.65,0.7926829268292683,100,0.39,0.5571428571428572,100,0.42,0.5454545454545454
text_plus_image,gpt-5.4-mini,300,166,112,0.37333333333333335,0.6746987951807228,0.44666666666666666,0.0,758688,5406,0.593343,100,0.41,0.7454545454545455,100,0.31,0.5740740740740741,100,0.4,0.7017543859649122
combined_labeled_image_only,gpt-5.4-mini,300,225,142,0.47333333333333333,0.6311111111111111,0.25,0.0,967646,5400,0.7500344999999999,100,0.53,0.7066666666666667,100,0.48,0.5925925925925926,100,0.41,0.5942028985507246
combined_labeled_text_plus_image,gpt-5.4-mini,300,147,92,0.30666666666666664,0.6258503401360545,0.51,0.0,1114220,5400,0.859965,100,0.35,0.7142857142857143,100,0.23,0.5227272727272727,100,0.34,0.6296296296296297
