model_key,scope,language,decile,run,model,n_pairs,c_ties,strict_valid_pairs,correct_strict_valid_pairs,valid_accuracy,effective_accuracy,debiased_accuracy,non_tie_pairs,valid_accuracy_non_tie,effective_accuracy_non_tie,debiased_accuracy_non_tie,abs_c_min,abs_c_median,abs_c_max
ministral,language,python,1,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,326,11,7,2,0.2857142857142857,0.006134969325153374,0.44171779141104295,315,0.2857142857142857,0.006349206349206349,0.45714285714285713,0.0,0.3125,0.5625
ministral,language,python,2,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,301,0,26,15,0.5769230769230769,0.04983388704318937,0.5348837209302325,301,0.5769230769230769,0.04983388704318937,0.5348837209302325,0.5625,0.875,1.125
ministral,language,python,3,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,299,0,71,25,0.352112676056338,0.08361204013377926,0.46488294314381273,299,0.352112676056338,0.08361204013377926,0.46488294314381273,1.1875,1.4375,1.75
ministral,language,python,4,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,261,0,115,53,0.4608695652173913,0.20306513409961685,0.5019157088122606,261,0.4608695652173913,0.20306513409961685,0.5019157088122606,1.8125,2.125,2.4375
ministral,language,python,5,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,289,0,203,108,0.5320197044334976,0.3737024221453287,0.5640138408304498,289,0.5320197044334976,0.3737024221453287,0.5640138408304498,2.5,2.8125,3.21875
ministral,language,python,6,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,277,0,259,119,0.4594594594594595,0.4296028880866426,0.4657039711191336,277,0.4594594594594595,0.4296028880866426,0.4657039711191336,3.25,3.625,3.9375
ministral,language,python,7,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,303,0,301,150,0.4983388704318937,0.49504950495049505,0.49834983498349833,303,0.4983388704318937,0.49504950495049505,0.49834983498349833,4.0,4.375,4.6875
ministral,language,python,8,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,310,0,310,159,0.5129032258064516,0.5129032258064516,0.5129032258064516,310,0.5129032258064516,0.5129032258064516,0.5129032258064516,4.75,5.125,5.4375
ministral,language,python,9,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,322,0,322,180,0.5590062111801242,0.5590062111801242,0.5590062111801242,322,0.5590062111801242,0.5590062111801242,0.5590062111801242,5.4375,5.875,6.25
ministral,language,python,10,rq1_model_battery_3lang_20260723,mistralai/Ministral-3-8B-Instruct-2512-BF16,312,0,312,216,0.6923076923076923,0.6923076923076923,0.6923076923076923,312,0.6923076923076923,0.6923076923076923,0.6923076923076923,6.25,6.75,8.46875
phi,overall,all,1,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,2177,1418,423,188,0.4444444444444444,0.08635737253100598,0.15296279283417547,759,0.4444444444444444,0.24769433465085638,0.43873517786561267,0.0,0.0,0.125
phi,overall,all,2,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,501,245,0.48902195608782434,0.3232189973614776,0.48284960422163586,758,0.48902195608782434,0.3232189973614776,0.48284960422163586,0.125,0.125,0.125
phi,overall,all,3,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,428,213,0.4976635514018692,0.28100263852242746,0.49868073878627966,758,0.4976635514018692,0.28100263852242746,0.49868073878627966,0.125,0.125,0.125
phi,overall,all,4,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,592,264,0.44594594594594594,0.3482849604221636,0.44591029023746703,758,0.44594594594594594,0.3482849604221636,0.44591029023746703,0.125,0.25,0.25
phi,overall,all,5,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,703,306,0.4352773826458037,0.40369393139841686,0.4366754617414248,758,0.4352773826458037,0.40369393139841686,0.4366754617414248,0.25,0.25,0.25
phi,overall,all,6,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,759,0,674,325,0.4821958456973294,0.4281949934123847,0.47167325428194995,759,0.4821958456973294,0.4281949934123847,0.47167325428194995,0.25,0.25,0.25
phi,overall,all,7,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,726,329,0.453168044077135,0.4340369393139842,0.4551451187335092,758,0.453168044077135,0.4340369393139842,0.4551451187335092,0.25,0.375,0.375
phi,overall,all,8,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,726,348,0.4793388429752066,0.45910290237467016,0.4736147757255937,758,0.4793388429752066,0.45910290237467016,0.4736147757255937,0.375,0.375,0.375
phi,overall,all,9,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,742,324,0.4366576819407008,0.42744063324538256,0.4313984168865435,758,0.4366576819407008,0.42744063324538256,0.4313984168865435,0.375,0.5,0.5
phi,overall,all,10,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,758,0,750,269,0.3586666666666667,0.3548812664907652,0.3562005277044855,758,0.3586666666666667,0.3548812664907652,0.3562005277044855,0.5,0.625,1.125
phi,language,cuda,1,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,514,514,0,0,,0.0,0.0,0,,,,0.0,0.0,0.0
phi,language,cuda,2,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,654,0,437,215,0.4919908466819222,0.3287461773700306,0.4892966360856269,654,0.4919908466819222,0.3287461773700306,0.4892966360856269,0.125,0.125,0.125
phi,language,cuda,3,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,259,0,173,82,0.47398843930635837,0.3166023166023166,0.4749034749034749,259,0.47398843930635837,0.3166023166023166,0.4749034749034749,0.125,0.125,0.125
phi,language,cuda,4,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,0,0,0,0,,,,0,,,,,,
phi,language,cuda,5,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,507,0,479,206,0.430062630480167,0.40631163708086787,0.4339250493096647,507,0.430062630480167,0.40631163708086787,0.4339250493096647,0.25,0.25,0.25
phi,language,cuda,6,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,302,0,282,128,0.45390070921985815,0.423841059602649,0.45364238410596025,302,0.45390070921985815,0.423841059602649,0.45364238410596025,0.25,0.25,0.25
phi,language,cuda,7,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,100,0,99,36,0.36363636363636365,0.36,0.37,100,0.36363636363636365,0.36,0.37,0.375,0.375,0.375
phi,language,cuda,8,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,327,0,323,151,0.4674922600619195,0.4617737003058104,0.4740061162079511,327,0.4674922600619195,0.4617737003058104,0.4740061162079511,0.375,0.375,0.375
phi,language,cuda,9,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,191,0,191,90,0.4712041884816754,0.4712041884816754,0.4712041884816754,191,0.4712041884816754,0.4712041884816754,0.4712041884816754,0.5,0.5,0.5
phi,language,cuda,10,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,146,0,146,53,0.363013698630137,0.363013698630137,0.363013698630137,146,0.363013698630137,0.363013698630137,0.363013698630137,0.625,0.625,1.125
phi,language,java,1,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,1201,442,423,188,0.4444444444444444,0.1565362198168193,0.27726894254787676,759,0.4444444444444444,0.24769433465085638,0.43873517786561267,0.0,0.125,0.125
phi,language,java,2,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,104,0,64,30,0.46875,0.28846153846153844,0.4423076923076923,104,0.46875,0.28846153846153844,0.4423076923076923,0.125,0.125,0.125
phi,language,java,3,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,0,0,0,0,,,,0,,,,,,
phi,language,java,4,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,529,0,470,204,0.4340425531914894,0.3856332703213611,0.43100189035916825,529,0.4340425531914894,0.3856332703213611,0.43100189035916825,0.25,0.25,0.25
phi,language,java,5,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,251,0,224,100,0.44642857142857145,0.398406374501992,0.44223107569721115,251,0.44642857142857145,0.398406374501992,0.44223107569721115,0.25,0.25,0.25
phi,language,java,6,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,0,0,0,0,,,,0,,,,,,
phi,language,java,7,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,492,0,485,221,0.4556701030927835,0.4491869918699187,0.45528455284552843,492,0.4556701030927835,0.4491869918699187,0.45528455284552843,0.375,0.375,0.375
phi,language,java,8,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,0,0,0,0,,,,0,,,,,,
phi,language,java,9,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,281,0,280,128,0.45714285714285713,0.4555160142348754,0.4555160142348754,281,0.45714285714285713,0.4555160142348754,0.4555160142348754,0.5,0.5,0.5
phi,language,java,10,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,142,0,142,66,0.4647887323943662,0.4647887323943662,0.4647887323943662,142,0.4647887323943662,0.4647887323943662,0.4647887323943662,0.625,0.625,1.0
phi,language,python,1,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,462,462,0,0,,0.0,0.0,0,,,,0.0,0.0,0.0
phi,language,python,2,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,0,0,0,0,,,,0,,,,,,
phi,language,python,3,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,499,0,255,131,0.5137254901960784,0.2625250501002004,0.5110220440881763,499,0.5137254901960784,0.2625250501002004,0.5110220440881763,0.125,0.125,0.125
phi,language,python,4,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,229,0,122,60,0.4918032786885246,0.26200873362445415,0.48034934497816595,229,0.4918032786885246,0.26200873362445415,0.48034934497816595,0.125,0.125,0.125
phi,language,python,5,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,0,0,0,0,,,,0,,,,,,
phi,language,python,6,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,457,0,392,197,0.5025510204081632,0.4310722100656455,0.48358862144420134,457,0.5025510204081632,0.4310722100656455,0.48358862144420134,0.25,0.25,0.25
phi,language,python,7,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,166,0,142,72,0.5070422535211268,0.43373493975903615,0.5060240963855421,166,0.5070422535211268,0.43373493975903615,0.5060240963855421,0.25,0.25,0.25
phi,language,python,8,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,431,0,403,197,0.48883374689826303,0.45707656612529,0.4733178654292343,431,0.48883374689826303,0.45707656612529,0.4733178654292343,0.375,0.375,0.375
phi,language,python,9,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,286,0,271,106,0.39114391143911437,0.3706293706293706,0.3811188811188811,286,0.39114391143911437,0.3706293706293706,0.3811188811188811,0.375,0.5,0.5
phi,language,python,10,rq1_model_battery_3lang_20260723,microsoft/Phi-4-multimodal-instruct,470,0,462,150,0.3246753246753247,0.3191489361702128,0.32127659574468087,470,0.3246753246753247,0.3191489361702128,0.32127659574468087,0.5,0.625,1.125
qwen,overall,all,1,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,1115,238,46,27,0.5869565217391305,0.0242152466367713,0.4242152466367713,877,0.5869565217391305,0.03078677309007982,0.5393386545039909,0.0,0.0625,0.125
qwen,overall,all,2,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,131,66,0.5038167938931297,0.07534246575342465,0.526255707762557,876,0.5038167938931297,0.07534246575342465,0.526255707762557,0.125,0.1875,0.25
qwen,overall,all,3,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,212,126,0.5943396226415094,0.14383561643835616,0.5627853881278538,876,0.5943396226415094,0.14383561643835616,0.5627853881278538,0.25,0.3125,0.375
qwen,overall,all,4,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,313,179,0.5718849840255591,0.204337899543379,0.6232876712328768,876,0.5718849840255591,0.204337899543379,0.6232876712328768,0.375,0.4375,0.5
qwen,overall,all,5,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,452,281,0.6216814159292036,0.3207762557077626,0.6415525114155252,876,0.6216814159292036,0.3207762557077626,0.6415525114155252,0.5,0.625,0.6875
qwen,overall,all,6,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,877,0,542,347,0.6402214022140221,0.3956670467502851,0.6431014823261118,877,0.6402214022140221,0.3956670467502851,0.6431014823261118,0.6875,0.75,0.875
qwen,overall,all,7,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,679,472,0.695139911634757,0.5388127853881278,0.6986301369863014,876,0.695139911634757,0.5388127853881278,0.6986301369863014,0.875,0.9375,1.0625
qwen,overall,all,8,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,782,561,0.717391304347826,0.6404109589041096,0.7111872146118722,876,0.717391304347826,0.6404109589041096,0.7111872146118722,1.0625,1.1875,1.25
qwen,overall,all,9,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,849,662,0.7797408716136631,0.7557077625570776,0.7831050228310502,876,0.7797408716136631,0.7557077625570776,0.7831050228310502,1.25,1.4375,1.625
qwen,overall,all,10,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,876,0,874,752,0.8604118993135011,0.8584474885844748,0.860730593607306,876,0.8604118993135011,0.8584474885844748,0.860730593607306,1.625,2.0,3.8125
qwen,language,cuda,1,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,362,76,18,11,0.6111111111111112,0.03038674033149171,0.4419889502762431,286,0.6111111111111112,0.038461538461538464,0.5594405594405595,0.0,0.0625,0.125
qwen,language,cuda,2,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,283,0,55,28,0.509090909090909,0.0989399293286219,0.5159010600706714,283,0.509090909090909,0.0989399293286219,0.5159010600706714,0.1875,0.1875,0.25
qwen,language,cuda,3,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,267,0,95,59,0.6210526315789474,0.2209737827715356,0.5730337078651685,267,0.6210526315789474,0.2209737827715356,0.5730337078651685,0.3125,0.3125,0.375
qwen,language,cuda,4,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,289,0,138,85,0.6159420289855072,0.29411764705882354,0.6332179930795848,289,0.6159420289855072,0.29411764705882354,0.6332179930795848,0.4375,0.4375,0.5
qwen,language,cuda,5,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,260,0,166,114,0.6867469879518072,0.43846153846153846,0.6730769230769231,260,0.6867469879518072,0.43846153846153846,0.6730769230769231,0.5625,0.625,0.6875
qwen,language,cuda,6,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,324,0,237,155,0.6540084388185654,0.4783950617283951,0.6574074074074074,324,0.6540084388185654,0.4783950617283951,0.6574074074074074,0.6875,0.75,0.8125
qwen,language,cuda,7,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,299,0,262,199,0.7595419847328244,0.6655518394648829,0.7525083612040134,299,0.7595419847328244,0.6655518394648829,0.7525083612040134,0.875,0.9375,1.0
qwen,language,cuda,8,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,324,0,300,236,0.7866666666666666,0.7283950617283951,0.7746913580246914,324,0.7866666666666666,0.7283950617283951,0.7746913580246914,1.0625,1.1875,1.25
qwen,language,cuda,9,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,269,0,266,222,0.8345864661654135,0.8252788104089219,0.8327137546468402,269,0.8345864661654135,0.8252788104089219,0.8327137546468402,1.3125,1.4375,1.625
qwen,language,cuda,10,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,323,0,323,285,0.8823529411764706,0.8823529411764706,0.8823529411764706,323,0.8823529411764706,0.8823529411764706,0.8823529411764706,1.6875,2.0625,3.8125
qwen,language,java,1,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,417,85,19,13,0.6842105263157895,0.03117505995203837,0.4292565947242206,332,0.6842105263157895,0.0391566265060241,0.5391566265060241,0.0,0.0625,0.125
qwen,language,java,2,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,329,0,52,26,0.5,0.0790273556231003,0.5379939209726444,329,0.5,0.0790273556231003,0.5379939209726444,0.1875,0.25,0.25
qwen,language,java,3,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,292,0,71,40,0.5633802816901409,0.136986301369863,0.5547945205479452,292,0.5633802816901409,0.136986301369863,0.5547945205479452,0.3125,0.3125,0.375
qwen,language,java,4,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,293,0,108,52,0.48148148148148145,0.17747440273037543,0.590443686006826,293,0.48148148148148145,0.17747440273037543,0.590443686006826,0.4375,0.4375,0.5
qwen,language,java,5,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,385,0,211,132,0.6255924170616114,0.34285714285714286,0.6363636363636364,385,0.6255924170616114,0.34285714285714286,0.6363636363636364,0.5625,0.625,0.6875
qwen,language,java,6,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,234,0,153,87,0.5686274509803921,0.3717948717948718,0.5683760683760684,234,0.5686274509803921,0.3717948717948718,0.5683760683760684,0.75,0.8125,0.875
qwen,language,java,7,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,304,0,239,152,0.6359832635983264,0.5,0.6348684210526315,304,0.6359832635983264,0.5,0.6348684210526315,0.875,0.9375,1.0625
qwen,language,java,8,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,241,0,227,138,0.6079295154185022,0.5726141078838174,0.5975103734439834,241,0.6079295154185022,0.5726141078838174,0.5975103734439834,1.0625,1.1875,1.25
qwen,language,java,9,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,270,0,261,169,0.6475095785440613,0.6259259259259259,0.6518518518518519,270,0.6475095785440613,0.6259259259259259,0.6518518518518519,1.3125,1.4375,1.625
qwen,language,java,10,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,235,0,234,173,0.7393162393162394,0.7361702127659574,0.7404255319148936,235,0.7393162393162394,0.7361702127659574,0.7404255319148936,1.6875,1.9375,3.5625
qwen,language,python,1,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,336,77,9,3,0.3333333333333333,0.008928571428571428,0.39880952380952384,259,0.3333333333333333,0.011583011583011582,0.5173745173745173,0.0,0.0625,0.125
qwen,language,python,2,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,264,0,24,12,0.5,0.045454545454545456,0.5227272727272727,264,0.5,0.045454545454545456,0.5227272727272727,0.125,0.1875,0.25
qwen,language,python,3,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,317,0,46,27,0.5869565217391305,0.08517350157728706,0.5615141955835962,317,0.5869565217391305,0.08517350157728706,0.5615141955835962,0.25,0.3125,0.375
qwen,language,python,4,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,294,0,67,42,0.6268656716417911,0.14285714285714285,0.6462585034013606,294,0.6268656716417911,0.14285714285714285,0.6462585034013606,0.375,0.4375,0.5
qwen,language,python,5,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,231,0,75,35,0.4666666666666667,0.15151515151515152,0.6147186147186147,231,0.4666666666666667,0.15151515151515152,0.6147186147186147,0.5,0.625,0.625
qwen,language,python,6,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,319,0,152,105,0.6907894736842105,0.329153605015674,0.6833855799373041,319,0.6907894736842105,0.329153605015674,0.6833855799373041,0.6875,0.75,0.8125
qwen,language,python,7,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,273,0,178,121,0.6797752808988764,0.4432234432234432,0.7106227106227107,273,0.6797752808988764,0.4432234432234432,0.7106227106227107,0.875,0.9375,1.0
qwen,language,python,8,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,311,0,255,187,0.7333333333333333,0.6012861736334405,0.7331189710610932,311,0.7333333333333333,0.6012861736334405,0.7331189710610932,1.0625,1.125,1.25
qwen,language,python,9,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,337,0,322,271,0.8416149068322981,0.8041543026706232,0.8486646884272997,337,0.8416149068322981,0.8041543026706232,0.8486646884272997,1.25,1.4375,1.625
qwen,language,python,10,rq1_model_battery_3lang_20260723,Qwen/Qwen2.5-VL-7B-Instruct,318,0,317,294,0.9274447949526814,0.9245283018867925,0.9276729559748428,318,0.9274447949526814,0.9245283018867925,0.9276729559748428,1.625,1.9375,3.25
