model_key,scope,language,decile,run,model,n_pairs,c_ties,strict_valid_pairs,correct_strict_valid_pairs,valid_accuracy,effective_accuracy,debiased_accuracy,non_tie_pairs,valid_accuracy_non_tie,effective_accuracy_non_tie,debiased_accuracy_non_tie,abs_c_min,abs_c_median,abs_c_max
gemma,language,python,9,rq1_model_battery_3lang_20260723,google/gemma-3-12b-it,271,0,271,198,0.7306273062730627,0.7306273062730627,0.7306273062730627,271,0.7306273062730627,0.7306273062730627,0.7306273062730627,8.375,8.625,9.0
gemma,language,python,10,rq1_model_battery_3lang_20260723,google/gemma-3-12b-it,204,0,204,152,0.7450980392156863,0.7450980392156863,0.7450980392156863,204,0.7450980392156863,0.7450980392156863,0.7450980392156863,9.125,9.5,11.0
internvl,overall,all,1,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,1105,227,50,23,0.46,0.02081447963800905,0.3927601809954751,878,0.46,0.02619589977220957,0.49430523917995445,0.0,0.0625,0.125
internvl,overall,all,2,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,112,56,0.5,0.06385404789053592,0.5381984036488028,877,0.5,0.06385404789053592,0.5381984036488028,0.125,0.1875,0.25
internvl,overall,all,3,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,178,97,0.5449438202247191,0.11060433295324971,0.5518814139110604,877,0.5449438202247191,0.11060433295324971,0.5518814139110604,0.25,0.3125,0.375
internvl,overall,all,4,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,878,0,277,114,0.41155234657039713,0.12984054669703873,0.5353075170842825,878,0.41155234657039713,0.12984054669703873,0.5353075170842825,0.375,0.4375,0.5625
internvl,overall,all,5,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,386,220,0.5699481865284974,0.2508551881413911,0.5769669327251995,877,0.5699481865284974,0.2508551881413911,0.5769669327251995,0.5625,0.625,0.6875
internvl,overall,all,6,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,486,251,0.5164609053497943,0.2862029646522235,0.548460661345496,877,0.5164609053497943,0.2862029646522235,0.548460661345496,0.6875,0.8125,0.875
internvl,overall,all,7,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,878,0,594,317,0.5336700336700336,0.36104783599088835,0.5501138952164009,878,0.5336700336700336,0.36104783599088835,0.5501138952164009,0.875,1.0,1.125
internvl,overall,all,8,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,733,381,0.519781718963165,0.43443557582668185,0.5267958950969214,877,0.519781718963165,0.43443557582668185,0.5267958950969214,1.125,1.3125,1.4375
internvl,overall,all,9,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,820,393,0.4792682926829268,0.44811858608893956,0.48004561003420754,877,0.4792682926829268,0.44811858608893956,0.48004561003420754,1.4375,1.6875,1.9375
internvl,overall,all,10,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,877,0,870,374,0.4298850574712644,0.4264538198403649,0.4298745724059293,877,0.4298850574712644,0.4264538198403649,0.4298745724059293,1.9375,2.25,4.1875
internvl,language,cuda,1,rq1_model_battery_3lang_20260723,OpenGVLab/InternVL3-8B,456,80,15,9,0.6,0.019736842105263157,0.4342105263157895,376,0.6,0.023936170212765957,0.526595744680851,0.0,0.0625,0.125
