estimand,point_estimate,bootstrap_mean,ci_low,ci_high,replicates
easy_minus_hard_swap,-0.014124999999999999,-0.014244703751833034,-0.0521835149111333,0.023824449842596483,10000
linear_probability_slope_per_abs_z,-0.016497699339599117,-0.016600557958716154,-0.04020077998864802,0.006565283205959261,10000
