replicate,easy_swap,hard_swap,easy_minus_hard,weighted_linear_slope_per_abs_z
239,0.3758325404376784,0.4094995140913508,-0.03366697365367244,-0.03458758090512101
240,0.3985943775100402,0.4378952122854562,-0.039300834775416016,-0.031048629416874828
241,0.3954656862745098,0.4061254980079681,-0.010659811733458313,-0.026933307818141627
242,0.39489885664028146,0.4040201005025126,-0.009121243862231121,-0.007377961973282415
243,0.3988686534216336,0.40402580071174377,-0.005157147290110187,-0.009602016045527894
244,0.38090077071290945,0.42414825046040516,-0.04324747974749571,-0.03971403764983709
245,0.4364613880742913,0.4122848948374761,0.0241764932368152,0.005389935647281935
246,0.39776082677165353,0.4280104712041885,-0.030249644432534972,-0.028874959559534463
247,0.43870523415977963,0.41946640316205536,0.019238830997724277,0.0026173614567712904
248,0.386817738791423,0.4123006833712984,-0.025482944579875377,-0.015860798450811484
249,0.4119791666666667,0.4263848396501458,-0.014405672983479112,-0.018079992094015278
250,0.3527204502814259,0.4009789156626506,-0.04825846538122469,-0.03525083326260466
251,0.404404646660213,0.4025319567354966,0.0018726899247163975,-0.0016363609045521382
252,0.4013751127141569,0.4104122621564482,-0.009037149442291337,-0.012725707651116141
253,0.40194610778443113,0.42305848513902206,-0.021112377354590928,-0.024688195850289182
254,0.3758293838862559,0.40869450317124734,-0.03286511928499142,-0.028519770727502534
255,0.3962460896767466,0.4016355140186916,-0.005389424341944948,-0.014907380286122788
256,0.4095547309833024,0.38553639846743293,0.02401833251586949,0.002059971851382693
257,0.3787425149700599,0.41697761194029853,-0.038235096970238636,-0.033500522707279
258,0.40011737089201876,0.42900743099787686,-0.028890060105858095,-0.021296286874106507
259,0.41427364864864863,0.4108114233907525,0.0034622252578961343,-0.018837965665168536
260,0.3987089201877934,0.42333040421792617,-0.024621484030132756,-0.016626288345727602
261,0.37036108324974926,0.42475728155339804,-0.05439619830364878,-0.0387483358435582
262,0.39844509232264336,0.4057952182952183,-0.00735012597257495,-0.009048141472867708
